date,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right
732595,1294.5493,1203.9954,1369.231,1247.2532,1304.0527,880.6102,827.2581,1282.0826,1330.2864,1554.0691,806.9999,1168.1635
732596,1579.1843,1863.7177,1540.1384,1351.8954,1333.3397,1756.0328,1121.0795,1487.0426,2079.0208,1465.5709,1385.3999,1820.5014
732597,-474.2921,-389.1251,-431.0582,-420.8338,-571.4009,-1018.7945,-375.6763,-465.8103,-648.5575,-440.0155,-543.986,-551.427
732598,825.1822,1001.9211,806.0975,407.089,783.759,414.9646,643.7231,786.8473,1015.4063,1002.2329,646.9144,932.9692
732599,-1349.7992,-1398.4519,-1221.6332,-1104.0159,-1105.7271,-1385.8492,-1275.2063,-1286.2818,-1586.0194,-1285.3322,-1312.0588,-1267.922
732602,1450.0313,1471.2012,1412.9615,1279.672,1398.3312,1707.2288,1165.2242,1416.6861,1666.9208,1172.2916,1445.3009,1459.1324
732603,2232.6433,2236.4453,2129.3311,1888.7046,2176.5997,2296.2374,1851.6841,2128.2872,2308.0457,2118.5304,2016.3912,2122.3661
732604,-392.5055,-465.6716,-411.5398,-222.9107,-522.4819,-364.3043,-365.5841,-325.219,-502.2186,-430.0344,-360.0493,-478.5282
732605,-369.2574,-340.0029,-355.7438,-162.4353,-148.0212,-338.2208,-17.4637,-356.7458,-445.1136,-188.307,-463.9275,-467.4533
732606,258.3542,443.8668,240.3739,-182.8737,187.9314,-278.7348,204.4811,75.5847,331.2214,940.6484,313.5871,343.8631
732609,-334.1794,-486.29,-296.3415,-278.9815,-350.3174,-478.9233,-377.7519,-344.2468,-404.473,-429.8167,-458.3541,-429.8158
732610,-2658.2463,-2744.0547,-2600.1141,-2044.6703,-2515.0022,-2524.117,-2276.0447,-2594.2697,-2789.5012,-2826.3655,-2552.0404,-2581.5452
732611,493.2871,490.0611,513.364,416.6721,433.8002,271.8635,429.5165,477.7203,463.8275,590.9085,238.6821,167.6591
732612,-1239.6722,-1316.7879,-1153.4944,-974.0775,-1024.0136,-1339.6412,-575.1407,-1205.6519,-1314.2013,-1184.5421,-1194.4592,-1158.9192
732613,1101.7923,1106.4744,1100.9935,817.7829,1138.1034,1329.1649,489.2137,1080.1712,1101.259,973.64,955.8194,946.9523
732616,432.2242,418.1057,374.8723,432.4745,522.2809,691.4128,173.4246,456.8612,447.0832,308.7712,440.1383,414.3935
732617,407.8382,408.4018,438.3744,372.1155,375.8066,353.1735,320.5338,430.3234,420.4164,325.2593,406.1283,371.275
732618,-279.2618,-335.5693,-315.3945,-226.3236,-143.5538,-568.6309,73.1867,-204.7925,-311.994,-191.8878,-314.8732,-385.3334
732619,1754.8044,1734.5831,1606.689,1617.8195,1543.5622,2288.6958,1256.9264,1673.1925,1800.9792,1388.3052,1691.1053,1581.5316
732620,2617.8979,2594.5517,2597.2016,2554.572,2332.8742,3037.6169,2035.3482,2469.0078,2655.4117,2345.9976,2470.1386,2476.2692
732623,1053.4314,912.7504,1065.5433,1087.7826,1218.4967,1154.5718,936.1488,989.8617,987.4507,1318.0453,908.3363,859.0452
732624,-391.3217,-411.5497,-432.4517,-411.8946,-485.4841,-284.8029,-480.4524,-399.2125,-387.728,-554.0632,-356.2319,-372.2958
732625,1015.9866,1025.475,982.7052,1042.1005,1028.2709,1117.8599,978.1236,966.4013,1018.4755,803.8631,966.0664,968.5228
732626,655.09,695.7262,759.307,915.5387,1005.0999,962.7335,772.2005,664.6495,590.5421,847.3775,681.7344,703.1831
732627,-1117.4271,-1130.8969,-1208.9905,-1152.5313,-1030.5031,-1236.6367,-1083.9167,-1123.8657,-1175.1887,-1127.0082,-1097.3648,-1131.7965
732630,1026.3603,1128.1361,1037.3542,476.9009,1106.3735,382.2227,822.1107,982.6251,929.5222,1383.298,966.7785,1055.4783
732631,-124.7789,-181.0459,513.383,-387.8173,-203.4537,-62.443,-181.9824,-159.2376,-110.8317,-207.2526,-161.389,68.5123
732632,691.345,669.3072,428.8537,647.2265,657.6053,962.9551,558.7788,748.1427,644.1765,591.3082,747.2488,518.4844
732633,-1646.7828,-1645.4591,-1534.0919,-1418.8318,-1488.3893,-1527.9483,-1395.9025,-1582.3788,-1535.6648,-1830.9714,-1596.1391,-1572.5321
732634,-269.2908,-191.074,-386.071,-418.7586,-303.1529,-509.3765,-353.2012,-238.2973,-343.545,-178.4415,-262.5268,-309.354
732637,454.5894,447.694,684.6865,321.8577,335.9033,414.295,407.3645,498.7309,467.7717,339.8421,528.0277,575.752
732638,-1271.4154,-1236.549,-1523.7513,-1381.3563,-1010.4408,-1411.7693,-1020.9444,-1168.7209,-1212.7313,-1309.7341,-1219.6986,-1413.4374
732639,-1501.0979,-1495.3793,-2183.1104,-1291.4526,-1480.9193,-1500.2764,-1107.0938,-1365.4375,-1460.3931,-1383.0418,-1354.4375,-1664.9167
732640,387.0773,365.8458,1171.4619,190.9959,360.5959,292.2895,429.0914,374.8943,383.8402,381.236,389.2711,725.4658
732641,1756.5471,1696.8418,1825.9385,1428.4363,1548.0783,1962.4292,1417.3052,1685.1794,1733.1599,1388.1917,1716.8713,1763.5913
732644,-1764.0508,-1928.2559,-2042.5856,-2008.5372,-1496.3643,-1939.898,-1056.9993,-1715.696,-1607.8688,-1775.2957,-1744.9613,-2031.2456
732645,1147.1674,1146.2464,1258.7434,1102.9411,1078.9987,1760.4938,1029.293,1148.8934,1094.9249,699.4228,1142.3002,1277.9069
732646,5.7255,75.3404,-2434.7456,-2.9711,-14.6865,-146.4265,69.0751,-16.1927,29.2273,97.6787,14.6224,-942.8655
732647,989.5125,1156.5867,1009.2526,937.6029,954.5559,857.3137,910.3571,941.1716,958.8874,1000.8485,987.1693,2154.7952
732648,640.2492,513.5897,647.2169,513.7013,892.1688,98.9876,628.0426,631.3692,755.6413,906.0671,624.6224,477.3703
732651,-164.5692,-178.1016,-164.4969,-238.4497,-81.3897,-495.481,-56.2928,-147.3446,-118.5742,-68.5697,-348.3967,222.5738
732652,582.3432,519.4581,625.8435,654.4776,591.0858,770.0477,689.2744,535.8999,687.7187,478.4183,501.6967,623.0951
732653,-816.9264,-730.3542,-868.3696,-811.5441,-977.6793,-437.7305,-935.3668,-799.4562,-1052.6974,-905.4203,-659.5819,-914.9332
732654,-1477.515,-1670.662,-1511.619,-1416.6228,-1614.9658,-1889.7932,-1388.0618,-1441.7095,-1466.9748,-964.561,-1612.7149,-3404.682
732655,-505.2386,-440.5096,-573.7386,-574.31,-671.0092,-693.5386,-534.9446,-477.2237,-629.2112,-277.5685,-508.3866,-573.6275
732658,-908.4441,-950.308,-705.7756,-1041.4352,-1098.0228,-1651.1653,-638.7574,-889.5545,-690.2977,-494.3296,-1151.3617,-741.9727
732659,-300.735,-297.6822,-279.6979,67.6409,-308.7534,-317.5647,-262.5806,-323.1934,-295.8368,-202.5859,-233.5258,-237.6204
732660,-2247.6396,-2089.4107,-2208.768,-1937.1291,-2220.9102,-2700.8428,-1261.6835,-2611.1299,-2336.6774,-1714.1131,-2367.0571,-1990.1719
732661,-1548.195,-1395.2623,-1568.4584,-1297.2556,-1364.7376,-1804.8779,-1429.7138,-1491.2401,-1865.3428,-926.9429,-1549.1137,-1431.7652
732662,84.9165,98.6671,72.7146,-70.4617,-13.2398,-291.0223,30.1917,94.1512,247.6608,88.0707,-1.6004,43.0084
732665,-297.7237,-249.499,-190.2343,-282.4149,74.8357,-331.2069,-79.6451,-251.3422,-393.2882,-365.7505,-556.752,-241.3584
732666,-58.6588,-123.0611,42.0717,74.8612,-8.5285,195.8976,-477.1234,55.5166,-21.5215,-67.0443,195.2815,125.1957
732667,-685.3655,-703.1392,-643.2024,-636.8981,-604.5736,-464.7447,-587.8484,-631.7352,-744.1152,-720.1293,-592.6317,-605.4769
732668,605.1407,624.5272,754.5928,583.9893,641.7653,424.0906,682.9887,531.806,747.2785,721.9476,592.5848,758.7517
732669,-392.8284,-393.1354,-507.226,-257.5675,-373.5924,-93.6269,-201.969,-356.1705,-317.9053,-504.359,-361.4005,-481.2197
732672,-40.965,-43.9219,100.4599,108.36,-63.8039,-215.7114,55.2188,-14.0969,-125.2098,127.5343,-35.1572,81.9229
732673,60.2091,71.9496,16.8584,-89.1119,191.1586,156.4866,80.5014,68.1594,-14.1143,66.5128,84.5078,26.6055
732674,18.1099,-8.799,50.3226,53.4273,36.3462,112.948,-43.3013,-0.1215,168.6336,-118.1622,77.9197,15.8717
732675,-371.3662,-384.5184,-408.9419,-153.2806,-389.3714,-120.1501,-217.3769,-328.4842,-294.933,-438.0232,-438.9997,-402.8093
732676,51.3813,63.2687,104.5212,170.1674,53.5305,52.1584,254.0904,66.5528,-90.5113,71.7908,43.322,99.5205
732679,-7.9755,-24.1905,-39.2635,-119.5079,-6.1818,8.2575,-122.0347,-5.8999,8.84,15.9972,73.3702,-86.9895
732680,242.0495,281.3284,140.2261,348.9802,386.8456,269.0626,105.2132,26.6779,495.2633,292.9484,-128.35,151.2475
732681,1545.0046,1519.6242,1408.9628,2085.8978,1604.9444,2066.1099,2084.4734,1050.0317,1704.3031,1416.7949,1242.5652,1457.8527
732682,463.3297,432.2479,440.5141,521.2788,560.0021,299.2904,525.2323,389.691,185.5018,826.1635,531.4714,345.1154
732683,1953.7726,2032.1221,2002.1754,2275.1222,2144.3228,1764.6904,2507.9163,1514.2279,2046.0475,2262.7234,1889.4601,2037.6195
732686,827.6072,860.4222,1301.2705,1212.8435,767.6871,828.7939,946.0319,824.0199,707.0868,833.962,752.5182,1106.5745
732687,-1033.6907,-1039.0606,-1059.5197,-1148.1324,-1165.7477,-953.5569,-1205.0489,-906.2134,-1217.3423,-1063.13,-1011.4494,-1011.7358
732688,1781.2825,1757.6791,2069.454,1770.3443,2187.3977,1741.6506,1878.2772,1612.8539,1918.1801,1702.8855,1625.2526,1847.1634
732689,-161.7305,-147.9387,478.5571,328.5559,-229.9263,219.6133,258.4305,-79.417,-430.5264,-155.8097,-78.7619,93.5196
732690,89.1647,74.9112,186.8099,-568.7196,500.2228,-322.5441,-435.2161,-27.8999,375.4785,95.7457,-41.8709,-46.2726
732693,-180.1644,-182.8372,-677.8043,-27.6196,-325.739,-220.8726,-153.5908,-99.6106,-233.6908,-227.376,-252.1149,-220.2092
732694,-1340.7103,-1359.0453,-1844.5348,-1653.2265,-1709.5014,-1421.098,-1546.4452,-1266.2927,-1447.4279,-1243.3364,-1550.0334,-1459.6127
732695,-159.8391,-155.1203,-1097.8916,136.169,-227.5436,127.7403,250.0807,-154.5659,58.4272,-109.3372,-133.1269,-578.5932
732696,1609.5579,1614.6906,2680.8233,1740.128,1750.7285,1641.6822,1664.9508,1620.0609,1503.6499,1459.091,1602.5799,2113.6328
732697,711.4213,729.2296,1021.0892,445.9302,714.4713,632.841,728.4026,550.849,710.3186,548.8745,669.639,658.1259
732700,3579.8588,3656.94,3327.0537,2905.4115,3767.2293,2592.0257,3511.271,2920.052,4140.0589,3604.6475,3624.9764,3588.7724
732701,-2686.4442,-2655.7341,-2565.9072,-2676.0811,-2694.97,-1561.5248,-2457.9232,-2353.2098,-2949.553,-2667.2321,-1805.4447,-2592.6971
732702,736.0826,742.0645,1135.135,810.4955,773.7622,547.3403,856.8574,788.609,786.332,620.4413,751.2433,1053.3017
732703,-738.5702,-770.6368,-790.3409,-610.6239,-544.989,-454.8747,-477.3405,-614.0187,-595.1231,-806.1723,-741.5355,-725.6197
732704,-1528.8787,-1558.3377,-2165.5095,-2070.5904,-1600.4692,-1670.3426,-1688.0847,-1360.2188,-1639.8562,-1531.6353,-1481.959,-1609.0372
732707,-407.2406,-394.194,-394.1639,-651.2127,-385.4422,-352.8147,-511.9452,-406.5114,-609.8629,-485.4971,-400.7753,-352.5657
732708,2169.3218,2195.4132,2252.6087,2624.4714,2391.4185,2314.0129,2241.2026,2016.5218,2365.3858,1941.4426,2132.4803,2306.2845
732709,-3015.7414,-3030.6424,-3084.2942,-3066.3105,-2932.8738,-2978.4227,-3202.8633,-2875.3243,-3268.2542,-2881.8607,-2983.438,-3022.1489
732710,-296.2119,-305.7706,-591.7921,-730.4132,-221.535,-621.783,-528.5024,-330.025,-249.2594,-312.7495,-261.3664,-493.6622
732711,-221.7939,-237.7608,773.4137,-430.6287,-174.2207,-312.2734,11.8144,-44.5634,-327.2272,-213.9462,-173.6328,175.4404
732714,-463.7922,-495.2185,172.9104,-271.1832,-410.8982,-193.3604,-6.2553,-193.4668,-471.4285,-441.6841,-442.1304,-134.3882
732715,-1082.0271,-1084.0246,-432.0275,-1223.9698,-934.4355,-1254.4648,-940.6312,-1061.8824,-1087.9713,-846.9082,-1000.2169,-954.3852
732716,-655.0022,-668.9785,-715.5711,-685.0093,-753.078,-563.9664,-503.8458,-603.6663,-619.8056,-698.8208,-628.3447,-650.4581
732717,1666.3885,1669.8384,2186.2123,1218.2767,1643.2925,1358.1743,1288.6896,1589.436,1539.2849,1489.531,1624.5693,1829.1716
732718,505.2545,483.4548,1103.3325,752.733,772.4409,799.2869,715.9079,482.1118,624.3166,535.6149,568.9228,632.8682
732721,-504.1278,-524.504,-507.3493,-762.6716,-331.8474,-555.6641,-378.3563,-477.0736,-444.6969,-451.6181,-319.5308,-637.1713
732722,198.7287,174.4547,481.6522,650.2,101.5281,546.3725,322.2461,195.9357,445.221,157.6748,-18.1686,347.1179
732723,-41.7756,-47.8523,-64.2889,-357.5163,-1.7383,12.2756,-8.8968,-35.315,-91.9532,-188.0199,-176.6747,-10.602
732724,238.5392,212.9508,354.7651,-239.3078,36.303,20.6213,191.9896,229.1387,75.9568,84.9332,110.1472,249.5303
732725,1120.2164,1146.7864,1144.6332,1103.643,945.8798,970.9999,752.2672,1071.7024,1170.4997,994.4427,1126.2146,975.3059
732728,60.0422,75.4576,265.6794,295.5164,-79.9572,-37.0749,153.0523,32.4553,156.2534,76.6226,54.362,170.2782
732729,-1058.1325,-1011.3655,-1040.5394,-888.3307,-860.8519,-1066.8477,-826.1211,-1021.4527,-990.2525,-749.2346,-1150.3049,-1066.06
732730,-236.996,-275.7386,-511.1185,-629.2115,-226.7183,-321.3004,-263.5945,-221.6682,-183.167,-248.0144,-375.2711,-295.7474
732731,1019.7574,1025.6254,1695.7074,1477.8657,1123.6553,1403.8621,860.8264,961.2237,984.6744,920.3553,1028.1803,1332.372
732732,-9.3916,11.054,98.2899,-183.9158,-177.3397,-250.3291,-1.2946,-38.2478,-2.3117,47.4785,8.5539,11.8189
732735,576.606,587.4663,672.3547,373.4287,594.0302,402.1397,427.4481,607.4964,546.8451,684.3609,650.9916,344.5247
732736,624.6649,618.9858,326.2816,362.2458,622.5346,496.8251,406.862,723.9972,641.6787,451.0787,536.5227,431.0736
732737,790.4065,798.9342,1368.8395,1051.3856,849.5827,1243.2735,544.4639,790.0538,781.6121,736.606,896.2039,824.9375
732738,-11.709,59.9962,105.9789,-249.1704,-10.1253,237.3392,-204.0364,294.8512,20.2494,-310.3616,251.0459,-345.0733
732739,-979.3162,-996.7029,-774.1768,-1328.8499,-953.2723,-1497.2661,-808.0847,-950.4961,-959.8452,-844.4049,-1022.7712,-990.503
732742,-879.5351,-854.9272,-1077.2121,-1271.4573,-722.4136,-1361.0141,-990.9568,-833.315,-885.0364,-637.977,-820.8201,-967.9419
732743,-2419.9626,-2401.5525,-3154.6449,-2295.3013,-2360.8907,-2586.9833,-2291.9773,-2303.1534,-2380.9319,-1872.3093,-2225.2828,-2387.7937
732744,-1999.8476,-1831.4333,-2701.1382,-1947.3779,-1928.3211,-2162.669,-1070.3264,-1929.4925,-1867.386,-1652.193,-1920.8461,-2272.1331
732745,318.4626,27.2097,194.6709,284.3305,310.0359,547.0556,111.646,364.7162,290.5606,290.7411,222.8091,329.9581
732746,997.9599,945.565,1357.1241,918.5437,1008.1836,1127.4079,632.3971,918.5699,1025.2503,898.6637,1063.8909,1145.9239
732749,487.6704,475.9705,270.4823,475.6814,527.2088,247.3562,480.0539,314.2559,549.4901,422.757,427.6937,425.9825
732750,-334.829,-340.322,208.4575,-411.218,-421.1995,-213.3446,-469.9465,-307.9306,-553.1982,-392.8358,-238.7579,-88.293
732751,256.9538,252.9925,1360.5427,190.8081,407.9672,191.1649,57.77,263.4949,107.0611,168.2806,379.468,564.8017
732752,18.2591,18.2195,93.4956,-125.245,36.7936,-244.8442,38.6437,38.8639,-147.1746,-41.3602,45.0044,91.5777
732753,1211.591,1203.5408,1136.2213,1197.6824,1185.759,1105.4451,579.6358,1149.7882,1308.9131,1334.6561,1333.2804,1234.2821
732756,615.1133,621.5216,1385.5265,670.867,688.669,581.3899,416.4647,359.6453,706.9757,820.9208,744.734,983.6917
732757,-657.4385,-636.7904,-386.9279,-667.8381,-691.7923,-759.7011,-523.5819,-838.7318,-591.0729,-456.2649,-733.247,-465.87
732758,-125.6523,-139.1154,500.5263,-133.528,-243.0867,-47.8078,-161.945,-126.5593,-128.6326,-199.7995,-337.5294,25.9054
732759,-536.7884,-508.6249,-460.0236,-569.8598,-520.9442,-502.7665,-332.9315,-626.5454,-532.9765,-550.7201,-609.1024,-365.5046
732760,961.5155,919.9597,274.349,775.136,950.4855,813.3755,484.0295,1045.0501,1005.5072,872.1951,819.9927,640.4693
732763,804.633,840.5659,934.0387,926.6574,849.1479,867.8629,662.3622,633.4405,825.6971,837.3743,922.5361,963.8625
732764,-800.583,-719.5766,-777.8932,-726.8341,-699.8386,-875.9232,-375.7796,-795.813,-832.7405,-600.0441,-962.6815,-809.639
732765,-607.2046,-616.4522,-698.6916,-227.8928,-603.21,-550.5375,-476.6547,-586.9286,-634.2727,-592.8923,-570.4348,-765.942
732766,377.2755,388.7351,1097.2637,602.4284,431.1641,473.5863,417.8787,515.7623,403.5213,3.2612,65.9615,368.7806
732767,-490.8927,-522.6199,359.0134,-599.6811,-400.8254,-511.175,-454.0115,-427.9251,-532.9706,-350.0714,-349.5826,-317.1961
732770,639.4367,611.5587,906.4848,701.4926,684.0892,817.4867,330.0593,678.632,655.886,582.8845,635.5064,557.5126
732771,1417.9314,1424.6032,1614.0393,1338.9723,1553.5645,1478.6643,1321.7403,1393.3594,1496.3011,1129.0475,1666.8539,1433.678
732772,923.6056,965.658,1701.115,994.4545,1384.6441,1274.5063,1561.9087,855.7763,1154.6013,846.4929,1113.2528,913.2956
732773,1109.0474,1173.294,1949.9537,1795.4544,1167.3097,1941.8257,844.8859,835.9987,1044.9013,1045.4849,1188.0623,1366.7845
732774,460.5312,520.3868,627.9565,1365.9084,490.3408,1548.4755,88.2702,208.2439,238.5575,400.1792,409.4449,591.4494
732777,74.0448,47.5499,-143.3706,-448.6625,-3.3237,-438.9276,252.7227,214.0121,149.4584,128.2867,74.8333,-30.0282
732778,-256.5447,-290.4418,-334.0677,-939.6934,-346.4716,-801.5,-131.4383,-85.4051,-105.4149,-354.8878,-274.5878,-250.6078
732779,-544.2662,-571.6766,-1003.1692,-280.2284,-892.1723,-173.5843,-652.1362,-681.9514,-659.4719,-538.5941,-527.3202,-608.4317
732780,-61.653,-45.0344,168.5046,69.1205,-118.8442,46.3697,-236.3416,-196.0485,-119.1865,-6.3784,-24.8432,-30.5877
732781,-8.3869,1.2659,-134.4087,45.7066,65.8807,123.2742,115.782,-28.1093,22.4979,-63.7394,-4.0222,-43.5293
732784,2291.8472,2287.4766,2459.8926,2561.462,2443.6103,2310.3934,2457.1309,2500.9506,2629.5617,2434.8572,2185.5022,2216.1523
732785,692.3707,700.216,198.0483,418.181,1094.1252,370.4033,879.0293,916.7581,1000.6439,610.3757,523.8062,363.4276
732786,1517.7394,1583.6911,2619.1454,1243.0266,1956.7831,1334.0752,1581.1932,1346.9851,1613.6318,1389.3572,1425.2539,1775.1682
732787,-1948.0312,-1925.9944,-1679.1201,-1916.5787,-2174.92,-2235.1522,-2074.1136,-1654.8358,-1933.3876,-1636.6838,-1675.7275,-1930.5583
732788,882.7611,851.2173,1193.1636,906.4581,1134.3726,1131.8136,777.844,741.8691,886.2123,679.828,575.4829,1079.4931
732791,1833.002,1918.0161,2897.1072,1802.7126,2644.9649,1790.823,2160.999,1600.6558,1851.2208,1952.5321,1857.924,2011.0213
732792,862.6478,908.1057,1777.2483,1402.8277,804.9112,1235.2567,621.1167,801.2815,871.4854,935.6876,882.7903,1104.9645
732793,565.8215,611.9798,979.8126,999.6875,589.0497,1050.5168,485.976,603.739,577.7789,650.1732,358.7829,679.0084
732794,3550.0943,3572.0953,4747.5625,3607.8747,3547.8695,3777.8867,3537.2003,2792.2924,3544.6112,3635.2919,3415.8379,3770.5923
732795,3524.749,3523.659,4209.911,3320.9479,3886.7241,3665.1006,3447.9076,3453.1678,3472.4865,3297.3447,3359.6856,3789.1124
732798,-54.5523,-64.4149,-72.3762,43.6085,-159.3787,2.9345,9.9512,-71.4273,-61.4117,-124.4651,-37.0623,-51.4317
732799,1363.2502,1316.8838,2683.2184,1328.4427,1362.3051,1123.0281,1293.3431,1163.8549,1403.8644,1415.4128,1199.8057,1645.9782
732800,994.3242,1057.1918,1699.1884,1220.8849,1409.4231,1283.386,1028.6814,613.2956,1034.7076,1109.6537,857.1216,1060.7951
732801,744.0591,688.6672,412.6122,539.7512,517.6396,641.7033,620.3946,748.1188,712.3951,753.8035,788.6319,824.438
732802,879.3429,845.3372,1484.1596,678.9917,848.918,551.5913,1034.9701,925.1622,884.7307,901.3022,841.9554,1020.4584
732805,556.4856,601.1357,1676.0078,-18.7872,1061.5508,8.8078,649.2718,642.2404,543.6818,569.6987,710.827,582.2927
732806,1159.7014,1172.9338,1738.9521,1409.3273,1175.2839,1149.2561,1411.0694,1170.5733,1156.0164,1113.5642,1146.0338,1373.3466
732807,1213.4894,1222.0976,2128.7178,1136.3027,1402.8844,1032.1198,1210.9246,1182.3439,1195.762,1347.9983,1213.7803,1343.9842
732808,-167.8875,-93.061,38.7274,266.9727,-256.8043,331.0599,-231.5418,-240.9386,-265.075,37.0136,-205.5836,-60.1099
732809,1080.0037,1272.358,1109.0135,1631.8099,1189.2383,1052.9342,935.3878,945.4549,925.5531,1764.6321,1282.3981,657.4874
732812,-4028.3156,-3948.1018,-7265.0602,-3247.2707,-4592.7537,-3125.8166,-3437.8579,-4133.1941,-4088.3044,-3997.7353,-3759.7772,-5084.9516
732813,876.8606,818.2057,1875.878,670.2893,749.675,777.8807,422.4072,947.9833,924.5648,649.5432,1048.8043,1424.2399
732814,-1057.323,-940.5431,2367.78,-105.4346,-1508.763,-290.2722,-1639.4661,-1199.5717,-1017.6628,-974.1149,-1185.7944,-253.4331
732815,1304.2269,1319.0944,-2120.8273,935.3805,1207.0859,1508.1607,1480.3538,1327.6789,1202.8907,1018.7998,1494.1818,234.4782
732816,-2177.6219,-2160.9431,-3663.7444,-1822.4268,-2245.0288,-2057.1221,-1571.6448,-2203.0169,-2117.6067,-2248.729,-2118.7512,-2428.3794
732819,2701.5887,2764.1547,1579.1554,3567.0133,2651.9776,2804.7721,2291.2757,2488.9792,2662.7428,3295.6848,2415.399,2082.2971
732820,-521.8104,-371.25,909.3087,-639.8912,-475.34,-445.4854,-430.5141,-639.805,-446.6522,-784.5578,-546.0174,-173.5962
732821,-197.0981,-223.0962,-3063.5868,911.605,-387.5167,841.9019,270.3961,-403.6432,-183.2793,-74.5096,-689.4394,-1004.2556
732822,-309.1068,-441.0172,-1041.0516,-1476.2075,-250.8681,-1666.578,-416.6095,-148.0781,-346.2908,-849.4702,-123.4162,-668.0433
732823,-2424.8392,-2565.9048,-2029.3186,-3303.8131,-2421.8104,-3435.4676,-1874.5727,-2291.1598,-2408.6549,-2746.1886,-2357.51,-2186.1737
732826,1054.0529,1124.3091,2340.0588,1090.7449,1099.386,971.186,719.1033,1027.9809,1077.5505,886.1325,1219.812,1301.1031
732827,3869.1612,4056.5591,5446.5531,5027.1416,3953.1423,4930.1482,3270.2313,3725.7692,3891.6756,3612.8227,3718.8133,4369.206
732828,-902.8534,-910.33,-2474.0895,-1125.6804,-1010.4071,-1417.3683,-483.6094,-859.2271,-905.0585,-535.9066,-693.7952,-1417.6343
732829,-2286.1345,-2482.0797,-3241.8357,-2713.0466,-2266.4141,-2796.5052,-2067.4771,-2001.9112,-2338.5051,-2036.0498,-2182.5001,-2288.1414
732830,2051.1943,2106.1635,1741.3077,1688.9745,2196.6969,2267.3105,1837.6979,1942.966,2066.2884,1786.137,2205.5064,1600.8962
732833,-962.1473,-965.8065,-300.7784,-1246.5536,-932.2031,-1421.0569,-856.8367,-861.6238,-967.6342,-1068.3892,-944.711,-528.6127
732834,-917.819,-915.991,-1760.3313,-824.5836,-1066.617,-493.3675,-628.0108,-916.0045,-920.8758,-1488.0129,-1103.643,-656.97
732835,-1179.7071,-1147.7809,-2623.2727,-1005.2592,-1184.7065,-794.8361,-1004.2667,-988.3826,-1155.1274,-1286.9979,-1182.5611,-1134.1442
732836,-1401.6038,-1392.709,-1170.3466,-1567.3521,-1539.616,-1250.0414,-1308.2491,-1171.1468,-1412.5228,-1362.9236,-1587.1112,-1361.4676
732837,-174.5908,-157.6582,-170.4981,-210.1081,-120.0662,-25.7968,39.1755,-143.1429,-138.962,-320.4796,-202.7403,-72.7389
732840,698.2989,823.2469,776.728,579.0474,638.9577,1311.4796,545.3218,570.9244,742.9896,141.9885,534.5064,489.8414
732841,1308.8774,1385.9117,1419.7885,1482.5171,1251.9807,2055.5391,1028.9332,1152.2641,1294.7265,1051.1798,842.233,1368.0947
732842,247.6965,210.4049,367.1177,102.2237,256.4188,407.4739,171.0975,202.0896,92.4701,-48.8323,570.7219,215.0882
732843,-236.2686,-288.0192,-269.0273,-294.5529,-235.4934,-736.8611,-260.877,-192.7616,-416.3774,-176.8921,-171.7642,-229.0071
732844,-943.2415,-989.9774,-942.2214,-834.145,-920.2706,-965.5155,-486.9575,-881.7177,-1081.2077,-638.2054,-887.2676,-712.2128
732847,635.4845,665.3256,556.6899,787.087,567.7805,659.8479,548.3942,606.7642,767.7181,840.1537,380.8547,692.3894
732848,919.8257,919.061,976.5733,712.3131,788.7147,1009.0016,640.6818,843.9692,915.8156,648.7419,951.3772,769.1271
732849,444.5014,433.5579,464.2708,341.3081,448.5037,541.5597,390.9542,420.3326,491.6681,168.1082,532.4172,397.0506
732850,1348.8024,1426.1918,1273.0531,1243.392,1442.1045,1329.0024,971.6215,1255.9632,1346.6138,1515.3685,1195.036,1270.8279
732851,1078.2065,1111.6777,1252.2044,1089.4687,988.4175,1988.3175,787.9076,927.251,1242.2283,824.8357,888.2809,1093.8812
732854,-305.3017,-280.1627,-293.091,-570.9162,-352.4417,-679.8166,-281.2239,-149.4248,-297.7652,-419.7653,-252.0152,-272.0799
732855,-20.6161,0.081438,187.9343,112.8944,-7.9108,548.3388,33.9484,-38.3084,-169.5311,-455.6595,-12.9592,264.3833
732856,-10.8515,-41.1151,143.5929,-178.918,28.816,297.5111,-66.6331,-31.0544,250.8783,-235.3744,205.0607,126.8154
732857,-991.3212,-1036.299,-899.124,-925.0083,-817.0879,-1075.9716,-721.6155,-943.3383,-1227.2868,-1266.7202,-1017.4021,-903.1921
732858,-2567.9866,-2652.8482,-2873.588,-2897.6672,-2318.4619,-4541.1103,-2088.4761,-2093.7862,-3055.3913,-1751.8692,-2084.677,-2763.41
732861,-855.9698,-887.7275,-736.3566,-719.1197,-678.358,-1046.163,-730.2733,-797.6271,-1068.4885,-881.9244,-883.7818,-644.9026
732862,240.0352,269.5188,236.7275,296.3117,386.675,364.981,288.0427,219.9217,126.1298,-83.2569,395.791,308.3482
732863,689.6857,719.3525,595.9565,479.9073,32.1961,970.0943,76.8721,644.1102,753.2954,580.4308,404.3522,511.9549
732864,-945.4077,-1026.1377,-1104.844,-878.297,-918.4421,-2123.5905,-902.3238,-790.4907,-1029.3563,-183.0449,-945.3703,-876.4499
