code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,11-Apr-2002,31-Jan-2020,2768.80673391049,0.725916149384007,16.3873821010904
AUDUSD,15-Apr-2002,31-Jan-2020,140.142718700061,0.232645118538198,15.3858621952438
EURUSD,15-Apr-2002,31-Jan-2020,169.741210253632,0.200322479472159,14.9390403702228
GBPUSD,15-Apr-2002,31-Jan-2020,94.3178470814923,-0.0847263007138587,13.1831023044309
NZDUSD,15-Apr-2002,31-Jan-2020,125.445779788386,0.199707477356705,15.9488203567339
USDCAD,15-Apr-2002,31-Jan-2020,191.720342279596,0.0394017409002374,14.731892692883
USDCHF,15-Apr-2002,31-Jan-2020,217.024932866808,-0.111006126641904,13.7965341205811
USDJPY,15-Apr-2002,31-Jan-2020,14926.1631988613,0.137164752836116,13.4302763537925
USDNOK,15-Apr-2002,31-Jan-2020,1271.07872208294,0.271127362822091,15.6140520490441
USDSEK,15-Apr-2002,31-Jan-2020,1344.22516500924,0.119399770748085,14.6727898516167
USDBRL,12-Apr-2002,31-Jan-2020,766.162024721517,0.304636929323504,15.6854522135446
USDCLP,12-Apr-2002,31-Jan-2020,221448.674615703,0.327985051245891,15.2183588901733
USDCOP,11-Apr-2002,31-Jan-2020,1304297.95688756,0.331188870389764,17.4310291571114
USDCZK,12-Apr-2002,31-Jan-2020,4572.85780026403,0.181049486957902,16.2211060135964
USDHUF,12-Apr-2002,31-Jan-2020,22053.2353592651,0.000915274339965586,14.4693252417721
USDILS,11-Apr-2002,31-Jan-2020,677.688493346859,0.324257106495645,17.3612041126907
USDINR,15-Apr-2002,31-Jan-2020,27726.1830593215,0.326595329088932,19.745748116254
USDKRW,11-Apr-2002,31-Jan-2020,321797.969760195,0.176326928864646,14.9994226700511
USDMXN,12-Apr-2002,31-Jan-2020,1215.62291049535,0.0870114281539741,15.0158401844297
USDMYR,15-Apr-2002,31-Jan-2020,1066.75834610315,0.758963908917635,17.3831421059133
USDPHP,12-Apr-2002,31-Jan-2020,4198.99725087807,0.0556223279808227,18.9990936079477
USDPLN,15-Apr-2002,31-Jan-2020,450.438554338408,0.0725592027623101,15.5140856004179
USDRON,12-Apr-2002,31-Jan-2020,367.946647172766,0.143970062195722,16.8132400430571
USDSGD,15-Apr-2002,31-Jan-2020,233.659793839127,0.329170533671805,17.8757026168918
USDTHB,12-Apr-2002,31-Jan-2020,22942.3399929394,0.710572288457239,24.5939407883384
USDTRY,12-Apr-2002,31-Jan-2020,208.027970961252,0.268341697549854,15.8339888156686
USDTWD,19-Apr-2002,31-Jan-2020,16458.9110006169,0.631832953960458,23.5275008351583
USDZAR,12-Apr-2002,31-Jan-2020,917.793855315343,-0.154363397535211,14.0687654218763
