code,start_time,end_time,annualized_rate_of_return,n_of_transacqtions_of_rule_1,trading_interval_1,odds_1,n_of_transactions_of_rule_2,trading_interval_2,odds_2,volatility,sharpe_ratio,holding_period
USDILS,21-Mar-2001,31-Jan-2020,5.25900577950991,125,39.36,44,61,80.655737704918,45.9016393442623,0.007663987812059,0.483572784686767,17.4972677595628
AUDUSD,21-Mar-2001,31-Jan-2020,2.67167631104361,134,36.7388059701493,36.5671641791045,72,68.375,30.5555555555556,0.00803797080334265,0.27106118364926,15.0509708737864
EURUSD,21-Mar-2001,31-Jan-2020,3.69432993465937,134,36.7388059701493,35.8208955223881,70,70.3285714285714,35.7142857142857,0.00835940003204938,0.340616344157431,14.9776674937965
GBPUSD,21-Mar-2001,31-Jan-2020,-1.77166684279844,153,32.1699346405229,27.4509803921569,80,61.525,27.5,0.00882838452867632,-0.058069202595618,13.2549019607843
NZDUSD,21-Mar-2001,31-Jan-2020,2.50093350311169,130,37.8615384615385,36.9230769230769,68,72.3823529411765,35.2941176470588,0.00788665396574755,0.260511949703036,15.9215189873418
USDCAD,21-Mar-2001,31-Jan-2020,-0.638396083172399,138,35.6666666666667,29.7101449275362,72,68.3611111111111,31.9444444444444,0.00787050287625748,0.0107518351824682,14.2843373493976
USDCHF,21-Mar-2001,31-Jan-2020,-3.08618566480281,142,34.6619718309859,33.0985915492958,74,66.5135135135135,33.7837837837838,0.0106489798919697,-0.0837912140123421,13.8680555555556
USDJPY,21-Mar-2001,31-Jan-2020,2.18493842564556,144,34.1805555555556,32.6388888888889,69,71.3333333333333,33.3333333333333,0.00896793744128664,0.223244364092608,13.5424528301887
USDNOK,21-Mar-2001,31-Jan-2020,3.52036261330635,129,38.1550387596899,36.4341085271318,74,66.5135135135135,33.7837837837838,0.00881499077531649,0.317917399714966,15.4962779156328
USDSEK,21-Mar-2001,31-Jan-2020,0.976016572451877,140,35.1571428571429,34.2857142857143,72,68.3611111111111,34.7222222222222,0.00796726316900775,0.140076355375962,14.4940617577197
USDBRL,21-Mar-2001,31-Jan-2020,7.34572825519055,130,37.8538461538462,35.3846153846154,71,69.3098591549296,33.8028169014084,0.0122696926756583,0.462547327326945,15.9289340101523
USDCLP,21-Mar-2001,31-Jan-2020,9.60819684701542,141,34.9007092198582,37.5886524822695,65,75.7076923076923,41.5384615384615,0.0102124994099881,0.649034715180829,15.3640897755611
USDCNH,04-Oct-2013,31-Jan-2020,17.9520252348504,41,40.2439024390244,46.3414634146341,21,78.5714285714286,61.9047619047619,0.0113390985584198,1.01055123369886,17.5737704918033
USDCOP,21-Mar-2001,31-Jan-2020,9.18639169207529,118,41.6949152542373,46.6101694915254,69,71.304347826087,39.1304347826087,0.00936638376931061,0.667550662399284,17.2655826558266
USDCZK,21-Mar-2001,31-Jan-2020,2.39786380073397,124,39.6854838709677,41.9354838709677,72,68.3472222222222,38.8888888888889,0.00755763321116126,0.25803163469512,16.6262886597938
USDHUF,21-Mar-2001,31-Jan-2020,-0.865730480726679,137,35.9197080291971,29.9270072992701,65,75.7076923076923,36.9230769230769,0.00772912745616392,-0.0101270994920739,14.359102244389
USDIDR,06-Dec-2016,31-Jan-2020,10.3859238281742,23,35.8260869565217,30.4347826086957,10,82.4,40,0.0113579766405292,0.640359937672884,15.3870967741935
USDILS,21-Mar-2001,31-Jan-2020,5.25900577950991,125,39.36,44,61,80.655737704918,45.9016393442623,0.007663987812059,0.483572784686767,17.4972677595628
USDINR,21-Mar-2001,31-Jan-2020,9.01519402200124,109,45.1559633027523,41.2844036697248,55,89.4909090909091,50.9090909090909,0.00908792409205521,0.672332462487403,20.4522292993631
USDKRW,21-Mar-2001,31-Jan-2020,3.1602344280435,130,37.8461538461538,33.8461538461538,74,66.4864864864865,25.6756756756757,0.0117329560430783,0.260416583186541,14.8070175438596
USDMXN,21-Mar-2001,31-Jan-2020,1.14850199956886,135,36.4518518518518,35.5555555555556,64,76.890625,34.375,0.00949446167997752,0.150886004752901,14.8388746803069
