code,start_time,end_time,annualized_rate_of_return,n_of_transacqtions_of_rule_1,trading_interval_1,odds_1,n_of_transactions_of_rule_2,trading_interval_2,odds_2,volatility,sharpe_ratio,holding_period
AUDUSD,15-Apr-2002,31-Jan-2020,3.49439801362033,127,36.5748031496063,37.7952755905512,68,68.3088235294118,32.3529411764706,136.525373172962,0.222654532257488,15.2967061356297
EURUSD,15-Apr-2002,31-Jan-2020,3.99941726323705,127,36.5748031496063,35.4330708661417,66,70.3787878787879,34.8484848484849,177.645840789384,0.20545182090736,14.9049269810057
GBPUSD,15-Apr-2002,31-Jan-2020,-1.24657270671041,146,31.8150684931507,28.0821917808219,76,61.1184210526316,27.6315789473684,94.9707004986075,-0.0745163005357119,13.2203878567348
NZDUSD,15-Apr-2002,31-Jan-2020,3.16945126224653,124,37.4596774193548,37.0967741935484,65,71.4615384615385,36.9230769230769,128.524379002782,0.208060839051235,16.1371087247632
USDCAD,15-Apr-2002,31-Jan-2020,0.131332596789502,129,36.0077519379845,31.0077519379845,68,68.3088235294118,32.3529411764706,182.6499198294,0.0072995965512165,14.5367155439827
USDCHF,15-Apr-2002,31-Jan-2020,-2.76623707272471,134,34.6641791044776,33.5820895522388,70,66.3571428571429,32.8571428571429,233.477010321292,-0.0988226063062416,13.7004812258596
USDJPY,15-Apr-2002,31-Jan-2020,2.07850962379845,137,33.9051094890511,32.8467153284672,65,71.4615384615385,33.8461538461538,14918.2688377708,0.140377118468742,13.4995806757386
USDNOK,15-Apr-2002,31-Jan-2020,4.21753762568695,122,38.0737704918033,37.7049180327869,70,66.3571428571429,34.2857142857143,1299.08159580475,0.262237048196576,15.5005992388734
USDSEK,15-Apr-2002,31-Jan-2020,1.81993743022641,133,34.9248120300752,34.5864661654135,67,69.3283582089552,35.8208955223881,1333.6436236009,0.105223683010458,14.654275201796
USDBRL,12-Apr-2002,31-Jan-2020,7.83334899612729,124,37.4596774193548,34.6774193548387,65,71.4615384615385,33.8461538461538,761.785759203772,0.313690493942278,15.8433626167575
USDCLP,12-Apr-2002,31-Jan-2020,8.97159230423017,133,34.9248120300752,37.593984962406,61,76.1475409836066,42.6229508196721,255893.794781615,0.336384618363217,15.2725734011358
USDCOP,11-Apr-2002,31-Jan-2020,10.5516907583561,109,42.6146788990826,48.6238532110092,65,71.4615384615385,41.5384615384615,1273268.72561916,0.330061107232044,17.6550904292211
USDCZK,12-Apr-2002,31-Jan-2020,2.60195258582054,120,38.7083333333333,40.8333333333333,69,67.3188405797101,39.1304347826087,4355.3446806245,0.163005441870959,16.2585311098703
USDHUF,12-Apr-2002,31-Jan-2020,-0.279571697926095,132,35.1893939393939,31.0606060606061,61,76.1475409836066,39.344262295082,21319.2733112386,-0.0221822380251208,14.3676633680619
USDILS,11-Apr-2002,31-Jan-2020,4.4298106931618,120,38.7083333333333,43.3333333333333,59,78.728813559322,45.7627118644068,651.716977723325,0.307982556852717,17.1099520501028
USDINR,15-Apr-2002,31-Jan-2020,10.3769002537677,105,44.2380952380952,40,53,87.6415094339623,49.0566037735849,28518.0402208231,0.307163778832422,19.6182921178509
USDKRW,11-Apr-2002,31-Jan-2020,4.29074957942091,123,37.7642276422764,34.9593495934959,69,67.3188405797101,27.536231884058,315307.048590709,0.169186044676485,14.9596434373688
USDMXN,12-Apr-2002,31-Jan-2020,1.24027459450835,129,36.0077519379845,35.6589147286822,60,77.4166666666667,35,1136.50530462699,0.0704878441128029,14.8027424207695
USDMYR,15-Apr-2002,31-Jan-2020,11.8657770511849,101,45.990099009901,38.6138613861386,53,87.6415094339623,45.2830188679245,1158.98317497033,0.784759515068052,16.858664878505
USDPHP,12-Apr-2002,31-Jan-2020,0.727867110438085,103,45.0970873786408,35.9223300970874,55,84.4545454545455,41.8181818181818,4287.42225729376,0.0584132625027444,19.0181977744716
USDPLN,15-Apr-2002,31-Jan-2020,1.32841345048114,127,36.5748031496063,34.6456692913386,66,70.3787878787879,31.8181818181818,463.37167186169,0.0829460832559922,15.1935787359196
USDRON,12-Apr-2002,31-Jan-2020,1.39265467591554,113,41.1061946902655,31.858407079646,65,71.4615384615385,32.3076923076923,343.292742676471,0.0957599474905904,16.4450302937106
USDSGD,15-Apr-2002,31-Jan-2020,4.83497014677512,121,38.3884297520661,41.3223140495868,58,80.0862068965517,36.2068965517241,252.183546740688,0.347981928321059,17.8504979602175
USDTHB,12-Apr-2002,31-Jan-2020,14.5132610153161,80,58.0625,55,52,89.3269230769231,53.8461538461538,24608.8004396803,0.686698987983471,25.3773479547901
USDTRY,12-Apr-2002,31-Jan-2020,3.94822634314609,120,38.7083333333333,38.3333333333333,67,69.3283582089552,32.8358208955224,197.803548128453,0.236825932654615,15.5891364637233
USDTWD,19-Apr-2002,31-Jan-2020,13.4710937276953,86,54.0116279069767,46.5116279069767,49,94.7959183673469,59.1836734693878,17890.3782622235,0.627653166082578,23.1912326096228
USDZAR,12-Apr-2002,31-Jan-2020,-1.87945161814997,131,35.4580152671756,30.5343511450382,68,68.3088235294118,27.9411764705882,986.949104371983,-0.11496597589977,13.9969860064586
