code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,11-Apr-2002,31-Jan-2020,0.013328190261484,1.09173739732057,17.9754407724752
AUDUSD,15-Apr-2002,31-Jan-2020,0.00815286577090903,0.339045686366762,16.7855747243476
EURUSD,15-Apr-2002,31-Jan-2020,0.0084355859945029,0.343010066727193,16.2783375777784
GBPUSD,15-Apr-2002,31-Jan-2020,0.00915091506559961,0.0127046596887692,14.6989625083022
NZDUSD,15-Apr-2002,31-Jan-2020,0.00828500942933147,0.330628802548168,18.1381555630849
USDCAD,15-Apr-2002,31-Jan-2020,0.00810540375185818,0.0971131030744739,16.4388194518595
USDCHF,15-Apr-2002,31-Jan-2020,0.0110663976332037,-0.0736723430692266,14.8907329484294
USDJPY,15-Apr-2002,31-Jan-2020,0.00922044697621099,0.290780696575971,15.0358248116254
USDNOK,15-Apr-2002,31-Jan-2020,0.00900785232874339,0.339662052260313,17.5059257116788
USDSEK,15-Apr-2002,31-Jan-2020,0.00843539004815602,0.19160015961978,16.0585575888052
USDBRL,12-Apr-2002,31-Jan-2020,0.0123843991202139,0.445422574792303,17.3212701829925
USDCLP,12-Apr-2002,31-Jan-2020,0.010565014799731,0.590501216342781,17.116205348108
USDCOP,11-Apr-2002,31-Jan-2020,0.00951445287110741,0.690106013504778,19.6431866143613
USDCZK,12-Apr-2002,31-Jan-2020,0.00790917509153627,0.325169116924882,18.6962622881658
USDHUF,12-Apr-2002,31-Jan-2020,0.00791516347544714,-0.02976293741668,15.1655998023238
USDILS,11-Apr-2002,31-Jan-2020,0.00757793294075751,0.356424663503492,18.111373823919
USDINR,15-Apr-2002,31-Jan-2020,0.00963808779147399,0.697868877184244,22.0768788031897
USDKRW,11-Apr-2002,31-Jan-2020,0.0121885649193649,0.296813252389747,16.5980519310037
USDMXN,12-Apr-2002,31-Jan-2020,0.00977780891220983,0.177165853385937,16.1682636141086
USDMYR,15-Apr-2002,31-Jan-2020,0.0101168748843206,0.669757340466758,18.2875875280509
USDPHP,12-Apr-2002,31-Jan-2020,0.00661648879670201,0.12767681207113,20.9789809120848
USDPLN,15-Apr-2002,31-Jan-2020,0.0084074458055555,0.203232119827669,16.411100317677
USDRON,12-Apr-2002,31-Jan-2020,0.0082061379596739,0.21077858211738,18.6606524303385
USDSGD,15-Apr-2002,31-Jan-2020,0.00821597970793269,0.37896451834478,18.5885898815931
USDTHB,12-Apr-2002,31-Jan-2020,0.00922314692399333,0.961616117749695,28.7830582960439
USDTRY,12-Apr-2002,31-Jan-2020,0.0105689460161034,0.378999826724832,16.7387778834657
USDTWD,19-Apr-2002,31-Jan-2020,0.00892587364045636,0.830956537552651,24.8195582882728
USDZAR,12-Apr-2002,31-Jan-2020,0.00894998935355798,-0.0253492568868367,15.3406120252191
