code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,04-Apr-2011,31-Jan-2020,1.24597440104274,-0.624003490601229,26.4058483290488
AUDUSD,04-Apr-2011,31-Jan-2020,0.00798436890740158,-0.0734315304320919,21.9652777777778
EURUSD,04-Apr-2011,31-Jan-2020,0.00952124279430583,0.0153367798216527,18.8053691275168
GBPUSD,04-Apr-2011,31-Jan-2020,0.00962463952692064,-0.321254217641679,16.9111111111111
NZDUSD,04-Apr-2011,31-Jan-2020,0.00861838869394494,-0.0193335380576778,23.0780141843972
USDCAD,04-Apr-2011,31-Jan-2020,0.00934871550712069,-0.20880990493707,17.5621301775148
USDCHF,04-Apr-2011,31-Jan-2020,0.0148772083398888,-0.205464471827885,20.1830985915493
USDJPY,04-Apr-2011,31-Jan-2020,0.0100643975962662,0.413086040666169,23.21875
USDNOK,04-Apr-2011,31-Jan-2020,0.00872580493128957,0.223533087013236,25.2421875
USDSEK,04-Apr-2011,31-Jan-2020,0.00844765226756487,0.0728557863843465,20.8489208633094
USDBRL,04-Apr-2011,31-Jan-2020,0.0117773141004832,0.385402716753303,21.8695652173913
USDCLP,04-Apr-2011,31-Jan-2020,0.0101260839226028,0.324322451190366,23.0551181102362
USDCOP,04-Apr-2011,31-Jan-2020,0.0099451409714005,0.108746895453872,19.261744966443
USDCZK,04-Apr-2011,31-Jan-2020,0.00942491026124152,0.0461893799104904,20.5228758169935
USDHUF,04-Apr-2011,31-Jan-2020,0.00904610218431811,0.00565318952129841,20.3925925925926
USDILS,04-Apr-2011,31-Jan-2020,0.00701400700144874,0.0641199841267876,26.1025641025641
USDINR,04-Apr-2011,31-Jan-2020,0.0115530606254755,0.381426690860306,19.2828947368421
USDKRW,04-Apr-2011,31-Jan-2020,0.00946692714149981,-0.0260192075031433,17.6603773584906
USDMXN,04-Apr-2011,31-Jan-2020,0.0108338038171018,0.190613110757011,22.4057971014493
USDMYR,05-Apr-2011,31-Jan-2020,0.0111422377947943,1.03835606525405,25.4318181818182
USDPHP,04-Apr-2011,31-Jan-2020,0.00746441067324669,-0.0570508059065076,25.1496062992126
USDPLN,04-Apr-2011,31-Jan-2020,0.0092460064164702,-0.0335551080016989,19.758389261745
USDRON,04-Apr-2011,31-Jan-2020,0.00898535362106634,0.183814015069111,21.3741007194245
USDSGD,04-Apr-2011,31-Jan-2020,0.00988520544175926,0.465189971505985,32.6036036036036
USDTHB,04-Apr-2011,31-Jan-2020,0.00893044014765232,0.33382002665755,26
USDTRY,04-Apr-2011,31-Jan-2020,0.0142772215770071,0.859424539468381,23.4769230769231
USDTWD,08-Apr-2011,31-Jan-2020,0.00727863799728373,0.275036963998153,30.5098039215686
USDZAR,04-Apr-2011,31-Jan-2020,0.0080556529541572,-0.328875226316048,19.125
