code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,12-Feb-2019,31-Jan-2020,18.3897042115003,1.08082537154316,17.8641425389755
AUDUSD,25-Feb-2019,31-Jan-2020,0.00632559343759946,-0.647238825150587,10.1666666666667
EURUSD,25-Feb-2019,31-Jan-2020,0.0075415951302712,-1.69674835400004,10.8260869565217
GBPUSD,25-Feb-2019,31-Jan-2020,0.00774959122961229,0.997710031892166,18.4117647058824
NZDUSD,25-Feb-2019,31-Jan-2020,0.00624036172750363,0.609968305146495,14.5714285714286
USDCAD,25-Feb-2019,31-Jan-2020,0.00665975024875186,-1.50796133184987,13.3809523809524
USDCHF,25-Feb-2019,31-Jan-2020,0.00711296258079455,-0.446663522388347,12.1818181818182
USDJPY,25-Feb-2019,31-Jan-2020,0.00720818836188738,-1.9557939570892,9
USDNOK,25-Feb-2019,31-Jan-2020,0.00672702411507351,0.0622487416079471,14.9473684210526
USDSEK,25-Feb-2019,31-Jan-2020,0.00626393434751627,-0.707532447288435,10.4
USDBRL,25-Feb-2019,31-Jan-2020,0.00880979463208338,-0.143063263062153,15.1363636363636
USDCLP,25-Feb-2019,31-Jan-2020,0.00907396352774071,0.156059419689779,11.5263157894737
USDCNH,25-Feb-2019,31-Jan-2020,0.015597814227434,0.461362601922161,11.8181818181818
USDCOP,25-Feb-2019,31-Jan-2020,0.00858002112395815,-1.41791913278852,8.32258064516129
USDCZK,25-Feb-2019,31-Jan-2020,0.00811698163747888,-1.27418301118296,10.75
USDHUF,25-Feb-2019,31-Jan-2020,0.00760590681479097,-1.00813602079318,10.4
USDIDR,25-Feb-2019,31-Jan-2020,0.0108809838304724,0.587965938185734,10.7727272727273
USDILS,25-Feb-2019,31-Jan-2020,0.00667420356523363,-0.474872740411515,14.05
USDINR,25-Feb-2019,31-Jan-2020,0.00945052894576313,-1.1701492718917,10.25
USDKRW,25-Feb-2019,31-Jan-2020,0.00924540398194572,0.82580401435819,14.1428571428571
USDMXN,25-Feb-2019,31-Jan-2020,0.00773696150359383,-1.1930949993124,9.43478260869565
USDMYR,25-Feb-2019,31-Jan-2020,0.00859175413155431,0.457717924105695,15.4117647058824
USDPHP,25-Feb-2019,31-Jan-2020,0.00771044018185457,-1.37789866797772,8.53846153846154
USDPLN,25-Feb-2019,31-Jan-2020,0.00797326955441224,-1.18710891776913,10.4
USDRON,25-Feb-2019,31-Jan-2020,0.00770000342308883,-1.88253558872176,11.2692307692308
USDRUB,12-Feb-2019,31-Jan-2020,0.0092640966311589,-0.881082740079541,7.68
USDSGD,25-Feb-2019,31-Jan-2020,0.00867981677111653,0.144442845637814,12.8260869565217
USDTHB,25-Feb-2019,31-Jan-2020,0.00845047581086224,-0.118176565095883,15.7
USDTRY,25-Feb-2019,31-Jan-2020,0.00841549775934453,-0.393497987363174,12.2380952380952
USDTWD,25-Feb-2019,31-Jan-2020,0.00721923303339727,0.77271441705375,18.0588235294118
USDZAR,25-Feb-2019,31-Jan-2020,0.00629717737417951,-1.6815253284539,7.75
