code,start_time,end_time,annualized_rate_of_return,n_of_transacqtions_of_rule_1,trading_interval_1,odds_1,n_of_transactions_of_rule_2,trading_interval_2,odds_2,volatility,sharpe_ratio,holding_period
AUDUSD,21-Mar-2001,31-Jan-2020,2.67167631104361,134,36.7388059701493,36.5671641791045,72,68.375,30.5555555555556,0.00803797080334265,0.27106118364926,15.0509708737864
EURUSD,21-Mar-2001,31-Jan-2020,3.69432993465937,134,36.7388059701493,35.8208955223881,70,70.3285714285714,35.7142857142857,0.00835940003204938,0.340616344157431,14.9776674937965
GBPUSD,21-Mar-2001,31-Jan-2020,-1.77166684279844,153,32.1699346405229,27.4509803921569,80,61.525,27.5,0.00882838452867632,-0.058069202595618,13.2549019607843
NZDUSD,21-Mar-2001,31-Jan-2020,2.50093350311169,130,37.8615384615385,36.9230769230769,68,72.3823529411765,35.2941176470588,0.00788665396574755,0.260511949703036,15.9215189873418
USDCAD,21-Mar-2001,31-Jan-2020,-0.638349456444232,138,35.6666666666667,29.7101449275362,72,68.3611111111111,31.9444444444444,0.0078704064692215,0.0107542136425503,14.2843373493976
USDCHF,21-Mar-2001,31-Jan-2020,-3.08607340394703,142,34.6619718309859,33.0985915492958,74,66.5135135135135,33.7837837837838,0.010648873326932,-0.0837867663017778,13.8680555555556
USDJPY,21-Mar-2001,31-Jan-2020,2.1821147237667,144,34.1805555555556,32.6388888888889,69,71.3333333333333,33.3333333333333,0.00893689105537204,0.223332987172727,13.5424528301887
USDNOK,21-Mar-2001,31-Jan-2020,3.51949699192655,129,38.1550387596899,36.4341085271318,74,66.5135135135135,33.7837837837838,0.00881301359152178,0.3178974773876,15.4962779156328
USDSEK,21-Mar-2001,31-Jan-2020,0.976146557377144,140,35.1571428571429,34.2857142857143,72,68.3611111111111,34.7222222222222,0.00796468454312346,0.140091177818948,14.4940617577197
USDBRL,21-Mar-2001,31-Jan-2020,7.34552935020942,130,37.8538461538462,35.3846153846154,71,69.3098591549296,33.8028169014084,0.012269305179449,0.462546239183995,15.9289340101523
USDCLP,21-Mar-2001,31-Jan-2020,9.504934224706,141,34.9007092198582,37.5886524822695,65,75.7076923076923,41.5384615384615,0.0101323069325518,0.647016969154976,15.3640897755611
USDCNH,04-Oct-2013,31-Jan-2020,17.9513034741945,41,40.2439024390244,46.3414634146341,21,78.5714285714286,61.9047619047619,0.0113386982849265,1.01054653911329,17.5737704918033
USDCOP,21-Mar-2001,31-Jan-2020,8.92958962915982,118,41.6949152542373,46.6101694915254,69,71.304347826087,39.1304347826087,0.00912448458716653,0.665056320218368,17.2655826558266
USDCZK,21-Mar-2001,31-Jan-2020,2.39565636354449,124,39.6854838709677,41.9354838709677,72,68.3472222222222,38.8888888888889,0.00755091965947285,0.257974327284849,16.6262886597938
USDHUF,21-Mar-2001,31-Jan-2020,-0.843010260760124,137,35.9197080291971,29.9270072992701,65,75.7076923076923,36.9230769230769,0.00760835680976613,-0.0103062964929891,14.359102244389
USDIDR,06-Dec-2016,31-Jan-2020,7.22609942135615,23,35.8260869565217,30.4347826086957,10,82.4,40,0.009156823929705,0.554567527697051,14.7
USDILS,21-Mar-2001,31-Jan-2020,5.25854619863029,125,39.36,44,61,80.655737704918,45.9016393442623,0.00766355914869313,0.483557022219567,17.4972677595628
USDINR,21-Mar-2001,31-Jan-2020,9.01075215430045,109,45.1559633027523,41.2844036697248,55,89.4909090909091,50.9090909090909,0.00908462103037891,0.672241352057375,20.4522292993631
USDKRW,21-Mar-2001,31-Jan-2020,3.1459794072209,130,37.8461538461538,33.8461538461538,74,66.4864864864865,25.6756756756757,0.0115270106430847,0.261025824653914,14.8070175438596
USDMXN,21-Mar-2001,31-Jan-2020,1.15006354036351,135,36.4518518518518,35.5555555555556,64,76.890625,34.375,0.00949130820930361,0.150989287529378,14.8388746803069
USDMYR,21-Mar-2001,31-Jan-2020,11.1616752137266,101,48.7326732673267,38.6138613861386,53,92.8679245283019,45.2830188679245,0.00991882541568281,0.755687913674834,16.8622950819672
USDPHP,21-Mar-2001,31-Jan-2020,0.947475540243636,105,46.8666666666667,36.1904761904762,57,86.3333333333333,42.1052631578947,0.00631691029612929,0.144456973121113,19.65625
USDPLN,21-Mar-2001,31-Jan-2020,1.3719174514137,134,36.7313432835821,35.0746268656716,70,70.3142857142857,31.4285714285714,0.00840275289313941,0.168878267723572,15.2406947890819
USDRON,21-Mar-2001,31-Jan-2020,5.27487889441061,115,42.7913043478261,32.1739130434783,65,75.7076923076923,33.8461538461538,0.00811727494051045,0.464834277517673,17.6404494382022
USDRUB,03-Dec-2001,31-Jan-2020,18.5875716937685,115,40.9130434782609,47.8260869565217,68,69.1911764705882,42.6470588235294,0.0108941176885821,1.07586264862022,17.6088154269972
USDSGD,21-Mar-2001,31-Jan-2020,4.92741471529647,128,38.453125,41.40625,63,78.1269841269841,38.0952380952381,0.00828395384650066,0.432844488499667,17.7349081364829
USDTHB,03-Dec-2001,31-Jan-2020,13.2314846111482,85,55.7411764705882,51.7647058823529,55,86.1454545454545,50.9090909090909,0.00991719505146379,0.871063173609396,24.4185185185185
USDTRY,21-Mar-2001,31-Jan-2020,3.73436060366312,123,40.0081300813008,38.2113821138211,69,71.3188405797101,33.3333333333333,0.0100212793668276,0.30978577757371,16.0052219321149
USDTWD,21-Mar-2001,31-Jan-2020,13.513184678297,89,55.3483146067416,47.1910112359551,51,96.5882352941177,60.7843137254902,0.00857565915524294,1.00248542708771,24.03663003663
