code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,27-Oct-2016,31-Jan-2020,0.0860025437852981,0.890361788958643,16.40122426266
AUDUSD,06-Dec-2016,31-Jan-2020,0.00748806411986602,-0.252872445590341,12.3658536585366
EURUSD,06-Dec-2016,31-Jan-2020,0.00751783993755396,-0.307282282805925,12.7323943661972
GBPUSD,06-Dec-2016,31-Jan-2020,0.00817717850751721,0.0774316128007438,13.7397260273973
NZDUSD,06-Dec-2016,31-Jan-2020,0.00679382003458896,0.533798475428166,15.4347826086957
USDCAD,06-Dec-2016,31-Jan-2020,0.00701314217482825,-1.23024203763031,11.1604938271605
USDCHF,06-Dec-2016,31-Jan-2020,0.00745460979743302,-0.131256322635399,13.3194444444444
USDJPY,06-Dec-2016,31-Jan-2020,0.00788437745406373,-0.329513507987268,11.7375
USDNOK,06-Dec-2016,31-Jan-2020,0.00744735072981745,-0.00532520873748692,15.6666666666667
USDSEK,06-Dec-2016,31-Jan-2020,0.00743346364474208,0.0741016555595292,12.68
USDBRL,06-Dec-2016,31-Jan-2020,0.0105239868977779,0.0668957937311989,12.9189189189189
USDCLP,06-Dec-2016,31-Jan-2020,0.00975802173079226,0.28476391441859,13.8405797101449
USDCNH,06-Dec-2016,31-Jan-2020,0.0130841260481204,0.918635230140826,15.8548387096774
USDCOP,06-Dec-2016,31-Jan-2020,0.0082526400690273,-0.927377235015634,10.8192771084337
USDCZK,06-Dec-2016,31-Jan-2020,0.00827983346233556,-0.0255893240462674,14.3611111111111
USDHUF,06-Dec-2016,31-Jan-2020,0.00854421401612438,0.158750698675478,13.2985074626866
USDIDR,06-Dec-2016,31-Jan-2020,0.0113579047109664,0.640350502237113,15.3870967741935
USDILS,06-Dec-2016,31-Jan-2020,0.00611201994298048,0.312013057532851,17.6333333333333
USDINR,06-Dec-2016,31-Jan-2020,0.0101991865098007,0.175071487542854,13.6666666666667
USDKRW,06-Dec-2016,31-Jan-2020,0.00790490893894882,-0.0222275158179842,12.0434782608696
USDMXN,06-Dec-2016,31-Jan-2020,0.00790053601894121,-0.252887927628915,16.1384615384615
USDMYR,06-Dec-2016,31-Jan-2020,0.0102016241350636,1.64805738944847,19.3389830508475
USDPHP,06-Dec-2016,31-Jan-2020,0.00680697537186608,-0.638251448524965,12.4054054054054
USDPLN,06-Dec-2016,31-Jan-2020,0.00837406809030314,-0.0347883484200488,13.5652173913043
USDRON,06-Dec-2016,31-Jan-2020,0.00809348552324138,-0.505283421105058,13.4583333333333
USDRUB,27-Oct-2016,31-Jan-2020,0.0105386114562795,-0.192932180159226,10.6363636363636
USDSGD,06-Dec-2016,31-Jan-2020,0.00761150357081348,0.284868323970177,18.8688524590164
USDTHB,06-Dec-2016,31-Jan-2020,0.00801171401404219,1.0615508647175,20.6034482758621
USDTRY,06-Dec-2016,31-Jan-2020,0.0125717688774234,0.697516647618756,17.8421052631579
USDTWD,09-Dec-2016,31-Jan-2020,0.00684209933232496,0.547882997448713,23.906976744186
USDZAR,06-Dec-2016,31-Jan-2020,0.00801743217652182,-0.447595016950005,11.3589743589744
