code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,21-Mar-2017,31-Jan-2020,0.0551843614322184,0.708297009851939,18.3629518072289
AUDUSD,21-Mar-2017,31-Jan-2020,0.00758925974441554,-0.164915351046647,12.625
EURUSD,21-Mar-2017,31-Jan-2020,0.00745476887197542,-0.281718357333457,12.9230769230769
GBPUSD,21-Mar-2017,31-Jan-2020,0.00822810433352694,0.247977497112258,14.6
NZDUSD,21-Mar-2017,31-Jan-2020,0.00703756539575217,0.545990580137444,15.6825396825397
USDCAD,21-Mar-2017,31-Jan-2020,0.00717191118137805,-1.25996601573826,11.5066666666667
USDCHF,21-Mar-2017,31-Jan-2020,0.00738683028603984,-0.0245989465091418,13.1666666666667
USDJPY,21-Mar-2017,31-Jan-2020,0.00768909308517346,-0.309124952560643,11.7027027027027
USDNOK,21-Mar-2017,31-Jan-2020,0.00727665311328527,0.158219859358172,15.7868852459016
USDSEK,21-Mar-2017,31-Jan-2020,0.00727252893396363,0.276822550491948,13.5714285714286
USDBRL,21-Mar-2017,31-Jan-2020,0.010437393781047,-0.0396613679069004,12.3
USDCLP,21-Mar-2017,31-Jan-2020,0.0100508122272461,0.394427745023321,14.3606557377049
USDCOP,21-Mar-2017,31-Jan-2020,0.0082363371255574,-0.993101869282362,10.4545454545455
USDCZK,21-Mar-2017,31-Jan-2020,0.00848147384810196,0.0515946249007358,14.5151515151515
USDHUF,21-Mar-2017,31-Jan-2020,0.00864443943376034,0.298565974623679,13.327868852459
USDILS,21-Mar-2017,31-Jan-2020,0.00611069831647849,-0.0839264611293963,15.35
USDINR,21-Mar-2017,31-Jan-2020,0.0105921177674032,-0.0190053499389164,12.8285714285714
USDKRW,21-Mar-2017,31-Jan-2020,0.00753523732967497,-0.0652350592773083,11.655737704918
USDMXN,21-Mar-2017,31-Jan-2020,0.00796084755800093,-0.350276527362597,15.655737704918
USDMYR,21-Mar-2017,31-Jan-2020,0.0100883833209943,1.81124530844669,21.7142857142857
USDPHP,21-Mar-2017,31-Jan-2020,0.0070098779608997,-0.497299152524323,12.5147058823529
USDPLN,21-Mar-2017,31-Jan-2020,0.00873273688609576,-0.156318924754527,12.7462686567164
USDRON,21-Mar-2017,31-Jan-2020,0.00785293057028637,-0.386029868385323,14.6774193548387
USDSGD,21-Mar-2017,31-Jan-2020,0.00765837276075918,0.305374435830888,19.3090909090909
USDTHB,21-Mar-2017,31-Jan-2020,0.00833025249033947,1.13259444116057,21.44
USDTRY,21-Mar-2017,31-Jan-2020,0.0121516462649831,0.703280743346604,19.3061224489796
USDTWD,24-Mar-2017,31-Jan-2020,0.00643682620889912,0.376523099860119,23.5384615384615
USDZAR,21-Mar-2017,31-Jan-2020,0.00823302137708654,-0.695127773683739,10.1125
