date,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value
735290,446534956.2323,434439039.8721,667592185.4022,429310142.7285,429595508.7108,403219024.5771,456846702.4797,409825562.1018,468081086.9876,423703581.003,397647759.2091
735291,446714571.1336,434726409.7533,668455429.5981,429439893.9584,429683114.2258,403968338.4756,456778388.5433,409732903.6634,468272512.2678,423986248.5288,397675950.0285
735292,445376243.8084,433385100.9686,666982688.7222,428223146.1826,428226461.6811,402658221.7164,455880476.462,408811972.5542,466780888.2558,422330467.9332,396617639.6452
735293,447951332.1233,435885523.5683,667730719.5264,430264468.4789,430983609.6016,404682995.728,458006847.738,411064028.2236,469577359.3378,424641659.2447,398730982.5582
735294,448063300.795,436066587.337,668415594.94,429628494.2485,431062466.5506,405034119.5471,457181280.7692,411452321.011,469579162.9773,424669033.2493,399084791.5405
735297,448596165.5262,436702500.3072,671421209.1077,430207779.313,431554664.486,405530493.0637,456862008.9738,412032897.6036,470083773.2882,425195924.8814,399646564.2157
735298,449347190.8808,437182785.4475,671076168.6291,430739380.0551,432089654.0464,405794380.8143,457973673.9497,412556373.0516,470942884.3965,425507950.495,400355149.3025
735299,451366685.6511,439271536.228,673603492.1,432796978.6242,433869123.2671,407272844.827,459063166.6243,414696066.5115,472994781.7105,427460851.0031,402338257.2005
735300,450335470.985,438063758.3488,673044004.2834,431653518.3765,433068973.3389,406535904.4649,459106988.1129,413811809.2415,471999014.4829,425477539.5041,401491750.4417
735301,453575624.4917,441375330.5266,676105484.6906,434743975.1237,436101624.1258,409743475.6449,461659448.5617,416990849.6928,475289016.6211,428088496.0736,404300584.3458
735304,453177891.9698,440965530.3797,676822931.3181,434424249.6497,436135132.6943,409644777.5265,461262817.9352,416475419.1048,474859753.8097,427687931.5656,403937768.9517
735305,453886017.4715,441586664.4813,676964519.265,435275853.2534,437023802.6489,410082380.3394,462928911.1455,417284257.0873,475721918.0105,428145233.3181,404590527.0855
735306,455474466.0438,443141536.1323,678510754.9352,436771297.6019,438300789.6929,410742903.8906,463321691.3717,418816706.226,477324082.3079,429876382.9849,405932642.6346
735307,453287355.9036,440957685.9987,677229500.7999,434593193.2463,436577958.705,408662765.8835,461446515.9751,416671183.6149,475035410.0214,427947048.944,403945873.7716
735308,453060849.5122,440746237.3894,678374893.1377,434638956.6346,436919418.1247,409653781.5928,462711237.2937,415989711.5797,474806172.2751,427754259.155,403312945.7439
735311,455898328.8656,443668877.557,682928740.8573,437458083.3964,439575403.462,412294339.4705,464279874.9889,418663052.7336,477907283.0793,430647276.3134,405866788.6897
735312,459585167.1927,447173742.64,684613621.898,440829486.2718,443401274.4976,416092993.0126,468446070.4409,421839022.5329,482215481.9581,433807341.592,408666970.2164
735313,461429120.004,448965126.2251,686200646.1958,442986837.9972,445502783.0879,418835625.3688,471338969.0609,423127360.4369,484265465.6318,435265444.2883,410036746.1707
735314,460135628.1913,447786073.201,684762154.3297,441546538.8268,444525243.6125,417350496,469519938.5824,421913071.9164,482790986.3523,434844686.525,408817217.7148
735315,458585921.6339,446280612.62,681657255.1531,439924412.3782,442987555.8649,416717387.7819,468232873.5269,419653406.149,481243313.647,433539673.2897,407379504.5911
735318,458796747.1946,446622318.7385,679499642.7013,439907844.7975,443304995.1103,416477826.4013,468641577.4523,419974102.2759,481439615.8135,433742393.1662,407772426.7215
735319,458077478.553,445834411.8523,678830083.8463,438921032.8178,442597022.9902,415504474.0722,467719779.0804,419174660.981,480709032.7534,433255408.2992,407122004.4437
735320,459177122.1923,446926186.5095,679997698.0091,440146044.8037,443668056.5914,416022261.5346,468462106.8641,420473260.6759,481757355.2044,434253172.3931,408202249.0677
735321,458692988.2737,446359766.8532,679375266.8376,439680422.2536,442943809.6434,415166481.1046,467975819.1132,419661777.0892,481297649.8817,433949760.4587,407729568.2586
735322,458172451.7114,445817091.3305,678576872.9979,439249576.4366,442491316.1866,414600181.1258,468010556.6329,419270361.1171,480809191.3514,433366807.441,407266781.6527
735325,456889011.0488,444602015.4164,677285363.9932,438100392.4473,441216625.2899,412893963.016,466675732.7008,418102796.1526,479446433.1224,432424483.6679,406018907.9765
735326,457237356.7176,445089232.8613,677441574.0597,437931694.5545,441361583.0937,411902366.4207,465714975.4618,418670796.8591,479601176.4747,432929582.8809,406633261.9285
735327,457608660.5311,445345563.4185,677249419.8389,438280060.5308,441806747.3146,412858995.3743,466797509.7847,418809434.356,480162618.3495,433370160.1737,406680818.3591
735328,459476807.0055,446915954.784,678952362.1738,439530244.4593,443691812.8563,416566476.1304,468534958.5277,419765871.7973,482229018.4442,434298100.055,408084271.9835
735329,460814646.0527,447958516.0645,684953388.2953,440848316.1957,445374829.2642,416937300.6972,470025706.8591,420719672.334,483620559.5329,435233409.7497,409144281.2613
735332,462495423.5782,449464784.6967,685583063.074,442417864.8457,446719583.9495,418216939.3639,472572040.3087,421872290.5188,485333882.7034,436725296.076,410572653.6783
735333,464518225.0953,451193219.4621,692802312.8963,444825659.1526,449363494.2779,420423741.8531,476655237.8392,423595483.274,488052518.17,438402263.9302,411580619.5482
735334,463467481.3254,450223814.4241,693417611.1464,443943185.1654,448385275.9521,420059525.0434,475224854.0628,422580849.9174,487023665.9668,437104240.522,410742861.2298
735335,463332116.6845,450146158.3674,691745619.5066,443960252.8088,448551813.7244,420233128.2551,475397791.2295,422449672.4267,486975464.4311,437143008.7111,410468657.4251
735336,462307093.3139,449273903.0831,688109666.7446,442706220.9246,447668673.5017,419522663.193,474017198.6003,421535969.8689,485836083.8956,436404621.1466,409364410.5925
735339,456583099.3449,444000171.1151,682979028.9115,437805027.9223,442155292.85,416121359.7193,467574211.6337,415668915.5412,479516000.3024,431035603.188,403768737.9052
735340,458358713.865,445694311.78,685441083.2929,439954167.7635,444257310.6308,416870965.8362,470654691.2059,417221900.6077,481379426.905,432861457.3753,405199478.2351
735341,459034449.5658,446443608.8444,689117334.4543,441623115.7992,445371908.248,421095571.0505,472480292.3658,417879200.1355,482143124.0864,432620211.1427,405312120.6127
735342,459784273.8496,447134322.8693,688371879.0524,442535280.8835,446018256.4123,420502893.7751,473720050.8689,419010913.789,483033902.2075,433613007.7236,405560725.1244
735343,460158785.1553,447391700.9847,687836165.7945,442914177.2362,446418164.7332,420583876.5652,474526258.3522,419729928.5608,483498004.9285,433429446.1058,405883932.7444
735346,459260251.0277,446638372.2154,682489088.4132,441937689.8383,445474149.3249,420007838.4047,473443557.2103,419322169.5408,482508952.8825,432433819.4696,405306198.8862
735347,456871969.744,444417775.4641,677366762.5718,439476663.282,443203512.9163,418354939.3134,470642149.895,416743895.3784,479927250.733,429364927.4751,403425691.8577
735348,455318858.564,442801125.2672,677886694.4506,437893046.2285,441375978.8377,417019884.4939,468153431.5713,414751224.1897,478215925.6399,427681426.0014,402334592.8382
735349,451612684.4379,439047487.3493,677486001.3639,434054087.4805,437102162.7166,413067768.5166,463153216.3627,410449839.3888,474089036.6026,424106587.3067,398857912.3387
735350,450812524.3635,438271975.4021,677128227.8887,433284270.1849,436248985.8935,412569047.0564,462869220.4614,409751477.6171,473280163.2475,423813234.0793,398101113.8996
735353,449715526.1749,437118505.1917,676797201.1635,432129958.3004,435059430.7787,409995268.9671,462240330.7048,408592127.257,472842461.7765,423363053.1341,397093023.9801
735354,449194030.3054,436747487.4159,674435985.9105,431556068.0627,434406885.1883,408354918.2622,461484644.6076,408318077.5945,472322627.7718,423096228.2752,396512234.4521
735355,448645053.1068,436250245.7408,673882585.9391,430971563.6787,433877058.5007,407942675.1071,460719860.4962,407901478.0585,471725078.0262,422995439.6514,396033547.4007
735356,446920128.0667,434781707.6747,670944850.9229,429312934.3448,432450034.8827,407934372.2524,458020633.2029,407156731.0251,469659871.2336,422044598.8543,394857825.3452
735357,447754892.4816,435367948.003,674845337.9186,429999987.4878,432984251.3437,408338438.9753,460473470.0371,407094399.2589,470595208.247,422753802.0572,394039676.5977
735360,447748405.978,434383685.7586,686341785.395,430230129.4246,433095888.319,409508190.6108,459422889.2383,406695773.597,470458975.2184,421702160.8379,394125494.3131
735361,448803187.7962,435522792.9902,686328412.1217,431228380.1675,433845713.0972,410284399.6336,460233159.1079,407259969.6843,471564833.5374,422512353.7203,394956693.514
735362,451922771.7411,438543543.2046,693418843.2046,434218116.5989,436430595.4346,413422662.0269,462363673.4319,408713404.5461,474909911.906,426405066.1899,397368042.0927
735363,449027494.2738,435647842.1445,688237750.8648,431444219.4593,434007978.5246,411251671.2316,459419703.7761,406321609.0158,471698092.9294,422823017.4504,395059595.5062
735364,443003953.8013,430345852.2232,680213400.7728,425726445.6654,428844967.095,407260939.6093,455159743.2707,401138665.2851,465291098.4092,416451314.8051,390299319.9941
735367,441251669.8062,428624507.6591,676145825.1309,424134739.9276,427286781.562,406088331.3332,453147255.3527,399550752.1425,462026266.3823,414580776.6539,388893653.8841
735368,441266763.7826,428587970.7797,677907957.1176,424204618.5125,427909498.6327,406687131.1738,453168838.8688,399838958.8951,461844647.005,414700787.0324,388895001.9888
735369,440402426.6927,427838324.1893,673768930.6931,423319795.2927,427563794.0332,406460586.7649,453403273.0636,399090272.6613,461473678.7683,413828324.8527,388220370.2731
735370,440525164.2059,427994143.56,672165344.9904,423432344.9342,427878694.9931,405884439.8245,453087143.7918,399208646.0747,461203369.3668,413994332.9292,388380051.9894
735371,441256706.6602,428915933.4485,670693020.2016,424050785.6609,428795719.3442,406581620.3542,454737573.3235,400158689.995,462151668.8204,414807889.1779,389242562.4109
735374,441021192.1265,428395218.2901,672219935.2887,423745839.7393,428492522.5789,406083113.1703,454540524.1987,399735721.7507,461735136.3786,414511791.3122,388757407.0544
735375,442051998.1172,429474250.8894,672277715.4461,424816830.3228,429178498.9089,406931872.4355,455154447.5979,400761899.4066,463223721.71,415776607.8239,389667548.6313
735376,445215288.7133,432565269.3819,674727034.6817,427813116.2427,432663998.0809,411378615.0721,459977079.2215,403896497.1593,466945552.5128,418792898.1078,392827431.5021
735377,442943105.5619,430551775.0067,670089010.424,425693146.4118,431182243.3108,409652088.1694,458443912.4799,401678585.4451,464670722.8864,416857297.2263,390842106.9847
735378,444069345.9587,431672049.7045,671284800.0047,426875489.278,432343554.8647,411522341.2712,460670826.9425,402586858.3868,465897655.6031,417887171.315,391829097.6031
735381,443808815.2441,431310792.7545,672619304.5098,426935103.4372,432187996.5593,412449531.5492,460219276.1866,402694892.6111,465820045.0336,417549956.3202,391631689.1242
735382,449677880.3816,437399610.4159,675226532.1794,432389197.0713,438158368.5527,419401304.5744,468747227.9535,407926049.3449,471847770.0171,422951981.8361,397282555.4622
735383,448131896.5418,436318861.2955,666029192.8055,430523239.7426,436911858.3729,415818134.9996,467916585.6178,406487822.5047,470332341.2537,421895769.6757,395825349.3777
735384,446770336.3842,434688364.0018,664595893.6184,429368626.0224,435480175.8208,413696762.2839,466700016.3847,404945666.3112,468988469.9219,420759434.2106,394331191.4659
735385,452600696.4544,440436905.3844,671429505.3573,434672071.301,440929630.3224,419950552.3451,475021861.8064,410680932.0624,475224662.0096,425576579.2218,399950430.7826
735388,447600154.7839,435412768.9235,666924024.0077,430029022.0735,436202901.6189,413519815.1347,469818848.2226,405750926.7534,469876550.7957,421964330.936,394803136.5186
735389,448424822.9614,436270155.5664,667421411.3985,430823852.8279,436784464.6881,414037524.5933,470361383.4454,406625115.9742,470723370.0906,422346668.0167,395769041.0912
735390,451215448.2737,438923843.4609,669772061.7254,433288024.6448,439529190.1594,416353138.9477,474420736.6729,409215889.5792,473674089.7031,425390424.6737,398339560.9479
735391,449891884.1183,437490528.7682,668663536.8082,432119230.4208,439437778.4215,413065704.606,473921636.0381,407847835.9579,471962594.829,426110796.8529,396805641.9905
735392,449343661.7868,436965007.3703,668598088.0575,431718918.791,438747574.1047,411910775.4527,472624789.6899,407266451.2659,471366310.119,425333363.8017,396428252.498
735395,453347068.9087,440936114.9435,674167470.7861,435233640.2774,442599866.7268,417739038.1633,478216250.4451,411159792.9547,475588359.6435,429075215.3988,400154399.8203
735396,455137332.5089,442840236.73,678507527.0608,436615927.2397,444456042.8094,418968136.7485,481284226.153,412775752.2427,477289555.5473,431208890.5483,401874362.2736
735397,452908267.7823,440676416.2606,674087301.4432,434531876.4869,442359190.9873,415966958.8527,478956228.7927,410615570.1929,474977623.9616,429376355.3653,399916855.1466
735398,449574969.5397,437608004.6803,671092240.0481,431311616.3604,439305791.2687,411800662.9507,473456369.8203,407496430.9715,471384661.5212,426574178.6801,396568763.5979
735399,447956259.9028,435938825.9637,667062355.6136,429651892.3759,437652958.169,409183330.7662,469795505.1927,405896942.3402,469769007.9053,425014694.1436,395141568.267
735402,451045062.6955,438982229.7953,672340370.8286,432669898.2588,440561528.5049,412833701.8975,473444014.9455,408829407.9279,473027107.5068,427172199.7975,398083531.9233
735403,455167385.7995,443054601.215,679446313.4036,436480896.5524,444727113.635,419369675.7388,478396468.5974,412842619.197,477367547.814,428920003.2486,401786556.0625
735404,453870988.2898,441587806.5744,677484573.0482,435460081.4773,443463757.2807,417296298.9602,475730256.764,411381977.7039,476256189.2863,428189941.5672,400556921.28
735405,458038391.6767,445670261.9274,687686962.1566,439824602.4349,448115850.0096,430894552.5228,483314581.8206,415601869.6954,480933240.143,426125609.8164,404320615.4626
735406,455305765.3619,443049803.6766,685589325.4778,437161514.4107,445655743.7139,428669101.9821,482096321.9531,412997623.2338,478063085.1517,423645825.9902,401673872.0935
735409,457338194.0822,444994083.3901,689557838.8361,438874529.8964,447641815.0706,430585001.2638,482588762.9362,414914521.0743,480046136.3222,425648329.6913,403341781.5919
735410,453058031.5084,440832019.001,680697779.016,434640493.5682,443416256.4359,424002508.777,478784007.4238,410794882.5258,475705474.6989,422044135.6484,399391660.4672
735411,454700406.2457,442404657.8794,685096891.3993,436713297.4214,445031562.4418,426221539.7272,480665291.9616,412322254.7482,477369054.1413,423860225.2021,400488423.0854
735412,451227343.7351,438982841.9634,677934839.1475,433196189.0081,441764414.253,421811305.1757,477554999.5857,408984411.1293,473876580.93,420578832.8221,397395483.0598
735413,450410010.1626,438223993.147,675272615.3513,432622449.7617,440923282.2801,421115949.5703,476817121.9462,408298019.5612,473134693.4224,419454470.3755,396991881.5884
735416,448393760.077,436167401.8035,673920646.6456,430795140.019,439068589.1947,418441232.6614,473700522.9319,406349188.4983,471050722.9859,417802221.4031,394993988.239
735417,451090838.5157,438797463.3127,677007884.9086,433223590.9467,441591958.5458,420228298.0687,476448719.7546,408935126.753,473809114.1954,420635015.7565,397595436.9144
735418,453103301.4753,440722727.8618,681024718.3303,435350756.6475,443474814.4853,421907759.6078,478343145.3669,410923663.6478,475901390.5094,422458792.2354,399300852.4861
735419,452055703.3653,439763558.2852,679952939.0446,434092958.0461,442352815.3149,421131551.3201,477728320.8631,409875446.481,474782432.5844,421524175.2418,398355916.0798
735420,457787702.3854,445556079.7457,686223261.658,438983495.2316,447729578.1202,428824256.9404,483998933.8587,415437748.2455,480637434.2856,426074293.7922,403896180.7128
735423,457575051.4026,445302630.8836,688718868.3032,438869364.142,447430222.5176,428300949.0661,485222320.4893,415308337.6717,480417751.0862,425906495.7523,403507011.3915
735424,455464803.7668,443196539.514,683711197.343,436525141.6804,445022475.5818,425900762.5945,482361164.7678,413191293.55,478193226.7944,423956952.1168,401663847.1757
735425,450967401.005,438765078.0753,678561306.8274,432918194.5026,441211848.6029,421190265.1481,478545124.2254,408871445.4925,473720062.1461,419485565.8929,397394933.6935
735426,445614172.8604,433479749.0588,671797243.4978,428217923.3561,436218669.6517,414220477.1623,473836016.0045,403644320.0918,468239706.991,414818911.0213,392253012.3759
735427,447204098.7154,434951107.1008,674126360.8982,429507768.63,437597439.1022,415949503.6907,474898120.8374,405145636.0204,469830891.3231,415562606.6251,393863779.3919
735430,444644083.958,432490211.1898,673614628.3543,426901367.0476,435243091.6453,411315444.2761,472219188.5845,402693010.1797,466948018.6427,415740320.6741,391442833.4433
735431,441938596.7593,429730670.4145,670722830.5531,424888522.506,432910059.5563,407332017.7729,470136675.4266,400143473.0108,464275210.6583,413878574.4031,388779588.5174
735432,441060192.6694,428980383.4558,670364939.5952,423943612.1645,432229358.7345,406449253.5907,469281538.8986,399194592.5428,463178131.3967,413706229.4855,387543825.711
735433,439367892.2532,427424659.345,668966362.3674,424010091.9387,430617817.2011,406529327.7954,467475863.7479,397771190.1963,461440602.3263,411765128.2542,387330363.3146
735434,439067471.6913,427186380.1015,668953080.4901,423605852.6333,430419736.5692,405753647.9447,467059896.594,397492771.6337,461182827.848,411752606.4881,387196308.9803
735437,438268347.2048,426460991.1001,666691161.9194,422981992.8368,429635585.4747,404486426.5362,465637894.3707,396627838.2094,460393829.2546,411556038.9189,386538221.8678
735438,437775094.475,425922534.8321,665523564.185,422217088.2101,429027062.094,403854343.8388,465787773.5376,396204263.5068,459860980.8719,411132004.4254,385894356.5542
735439,436653179.8491,424946075.6946,665713859.162,422158228.847,427885683.6069,403693586.3486,464790079.1175,395315998.9009,458589161.9658,409922986.7054,386293900.0258
735440,436482179.5385,424812710.0752,666881929.9376,421791516.0422,427908639.7867,403352181.2487,465640937.5514,395159980.3512,458388447.5512,409967747.8058,385474185.47
735441,437076874.9187,425444809.752,669151494.7952,422361409.4271,428426437.5094,403854607.3893,465873988.3018,395767992.8924,458909125.3387,410685051.8384,386255201.1025
735444,438118634.4419,426514235.8156,672118553.2348,423774320.3345,429284391.6509,404995879.2407,466099380.5539,396830759.3264,460128120.5,411501748.5386,388126211.2988
735445,440224190.6541,428585768,675844429.9312,426436498.0949,431302491.9848,407111584.2059,467127259.6337,398843556.3482,462223502.6128,413310273.3757,390639328.8093
735446,440347093.8412,428793581.9645,677310326.2545,426970049.1115,431623873.4612,407804869.1201,467980954.6545,399076756.6139,462400947.0294,413342107.6886,390801369.3158
735447,438760838.12,427170086.2307,674900003.8914,426548779.8263,430393588.345,407062952.6826,466803624.0043,397549554.8777,460873493.4963,411365672.6423,390274321.7452
735448,440586708.6478,429024223.0327,678832394.8674,428255135.5584,431666319.713,408660269.3686,467609354.3295,399172641.7675,462653464.1542,413454952.6393,390655474.0305
735451,441489176.6662,429910776.6181,676601174.3648,428200754.5442,432204811.7361,408567444.552,468884982.8625,400047592.3741,463732859.484,414446739.5147,391318260.9042
735452,441733003.6403,430187322.7628,678791153.8231,428259837.6862,432419858.5129,408731150.1702,469386914.7082,400256684.4628,463952730.9706,414811726.5883,391351538.2869
735453,443152997.9646,431467566.2822,681151364.5145,429454450.988,433559463.0795,410015612.5032,470100740.1825,401653305.6977,465457415.415,416224867.9509,392631316.5761
735454,442039219.482,430492226.9663,680261901.8636,428650899.8337,432097463.8806,409186903.5328,468437422.992,400311082.5069,464170967.4343,415520994.8066,390263601.5042
735455,441398877.679,429917090.1426,679663746.9006,428081101.7031,431904823.2927,408695121.4564,468190264.8541,399683084.9053,463497211.332,415010001.6951,388946551.0448
735458,441260464.4455,429755721.2805,678612298.2465,428203919.2958,431624111.6319,408957677.2658,467556771.0106,399627314.2643,463465661.0051,414557011.7416,388988198.6234
735459,441032113.2367,429415976.1435,679368840.965,427827459.8608,431183092.5614,408779535.5215,466232886.3729,399489197.4827,463366793.8313,413955622.9532,389872238.8023
735460,440810948.8996,429180479.652,680989403.8212,427804229.6996,430094841.0435,408730258.1971,466227158.6656,399356353.3675,463179495.729,413664153.5834,389713984.5839
735461,442127363.4584,430415194.6689,682595473.0843,428935248.9751,429962083.7145,409196239.2261,467138087.7418,400743760.7026,464483533.5378,414983138.0523,391683307.1164
735462,444081028.8092,432082469.5048,684378787.9506,429081591.7944,430760195.8901,408764865.4791,467873640.4147,402621388.3399,466638835.2484,416808507.8849,394640297.5644
735465,447375378.621,434974879.5937,688830647.3361,430950311.8652,433148723.404,410418584.8397,468192410.6447,405800838.4215,470117758.2468,419628270.1776,399392463.3652
735466,448111319.3713,436013304.899,690052237.7023,431914069.9873,433675646.3865,411614274.859,468858900.4275,406449449.2112,470698709.9129,420645989.888,399960947.9135
735467,450796063.3172,438274920.144,692861763.3494,433531576.5059,435889521.2448,413050800.8565,470359511.3159,409112328.0572,473737460.8886,422512322.7853,403083861.3102
735468,449882678.8619,437568195.5244,694095956.682,433701730.3179,435145107.3915,414107302.5831,469216073.7663,408315172.8338,472809947.2281,421698344.8872,401510101.632
735469,446415640.9479,434430762.2128,689787310.2142,429832881.6242,431830913.3445,411897984.2764,467292194.0349,404795818.5638,468925600.8586,419033679.8281,398360861.6549
735472,448498943.0079,436122520.4837,692237945.6737,430822654.4161,433672520.599,412439987.4208,467615772.1802,407160412.1417,471282091.3563,420874375.3675,401167745.9779
735473,452957365.9686,440282131.2463,699949043.62,433976593.2464,438159248.2032,415223396.9826,469104527.9742,411417786.3534,475899440.2031,425164673.5347,406477760.3851
735474,455273172.2269,442509936.1748,702711763.6107,436065886.524,440241351.2029,417086908.3621,469087991.4156,413555339.8932,478305248.5521,427387110.0616,407557936.2935
735475,451030805.0012,438388249.2619,695611119.821,432179312.3733,436263283.8302,413474273.2851,467707164.2753,409502476.8213,473980508.2929,423216669.5011,403548978.0685
735476,449825949.6782,437182121.0943,691284081.1201,430707927.2874,435065767.5762,412771802.0886,467208662.5627,408450572.1057,472786439.6203,422018334.9776,402220628.2946
735479,450974367.0036,438283242.4188,690893438.6991,430842952.9657,435636889.58,412495453.148,468160457.7823,409388632.7434,473931788.1517,423338547.1634,402763705.8711
735480,453356540.8882,440456897.2477,693552169.3659,432912668.2463,437957167.04,413883423.4308,469123359.3986,411600471.7123,476433873.8015,425332265.5902,405277718.0692
735481,452505173.017,439692360.9205,692620745.7363,432512441.5293,436763678.4068,413628706.5046,468847648.6762,410785894.8576,475533080.8734,424794931.4378,403918041.7305
735482,450951942.5559,438153684.2839,691559717.499,430599183.4013,435956449.7502,411487099.0555,469150147.5654,409318478.006,473857630.323,422874892.0734,403762142.2454
735483,447741451.2065,435179304.2453,688559121.7519,428161833.9107,432472917.7493,409791616.1023,467365356.4702,406211422.9273,470459230.305,419946521.6992,400210395.8588
735486,446699295.2865,434250306.6346,686952090.2955,427395948.8487,431114049.9228,408600013.4555,466392121.5427,405160099.2911,469348661.6356,419839386.7412,398941274.4056
735487,442968649.4684,430698416.7137,682836326.3576,423791426.1428,427479483.3259,405599368.5576,464723478.1953,401776292.7872,465464270.5162,416530480.0753,395430243.1592
735488,440113026.4456,427787317.4945,679376079.4425,421613607.4616,424617761.1491,403842084.669,462869448.1578,399073224.3342,462513621.0194,414535534.5978,391891403.4773
735489,440657831.6317,428269187.6749,680104324.9827,421969424.485,425209819.1586,404504522.0058,463092563.6017,399577165.3777,463040529.0049,414752493.5226,392369065.9599
735490,439699019.4296,427378851.2736,679285885.8113,420688649.7544,424361951.8927,403968804.7311,461893913.0143,398737748.2146,462048218.6532,412905347.6495,391802905.3925
735493,440663779.4025,428259980.388,680280685.7951,422121976.6983,425411781.0763,403920650.7081,462751551.7144,399517164.3393,462970740.9606,415424318.6033,392116639.3248
735494,440769234.1443,428404561.8761,679891848.867,422183062.36,425468112.8796,403958690.907,462998789.6256,399576936.1725,463126788.6923,415528642.1058,391871572.6274
735495,441606937.2754,429227825.1563,682231849.9673,422387687.7627,427063280.835,404223647.1965,464098396.7441,400087151.609,463853398.4422,418578382.892,391283088.2839
735496,445230716.24,432651153.419,692186083.1225,427528909.9095,430344853.3914,406737670.5473,469362552.8881,403665974.9838,467540392.9969,423933648.3856,391436302.7335
735497,439469968.9417,426934753.3225,683758219.2579,421957604.3683,424775124.4853,401942147.0344,463720137.6854,398802744.636,461709091.2096,418314719.8547,387380918.8518
735500,438529538.8267,425913487.9262,677915518.9242,420672020.7824,423916000.2981,400780532.1348,462299950.6653,397739986.3695,460784226.0012,417411912.9088,386822275.1186
735501,435101090.426,422740358.3027,672250316.5353,417636644.0958,420834120.8937,397970619.9395,458796971.6626,394796305.2441,457284813.6126,414209567.9486,383965624.687
735502,434324558.4414,421962942.5253,670961004.8406,417269607.9796,420030250.8229,397276206.0334,458285869.3494,394171357.0615,456350539.6787,413545642.4349,383223148.7988
735503,433890187.6731,421479311.6894,670850262.3875,416958462.4218,418712642.0405,396922544.6876,458261967.5955,393780444.7493,455927646.8297,413015940.6986,383283592.5135
735504,433246650.6601,420939211.3818,669421004.5893,416448275.5698,418027529.8485,396341304.9357,457254906.4606,393326931.2137,455076240.9275,412640450.0136,383413130.3751
735507,433569818.6919,421316211.7007,667637100.1544,416569982.2277,418088337.728,396844548.7218,457982625.8522,393629017.1507,455484382.9531,413031271.7785,384075431.3307
735508,435947163.9055,423678539.8119,671726331.0023,419261083.2611,421250830.2628,399080875.6103,460244812.0692,395677670.1849,457925538.6716,415484117.1059,384973134.9604
735509,438475632.7212,426085479.5436,674826048.2735,422215936.5516,424212861.7312,401280299.7831,462647786.2288,398063454.1982,460490514.012,418218174.878,386601756.1987
735510,441889066.9751,429432975.2021,680501414.8635,425884512.8301,427228604.0722,404039432.09,465368185.4317,401293307.5039,463848956.865,421786161.3772,389017510.2832
735511,440289249.8216,427809567.5512,679853337.0256,424438948.4027,425810257.9747,402584740.6252,463739510.7601,399499910.3247,462302575.2775,419872331.1912,386651182.5036
735514,440869156.8899,428420493.0202,679905217.4605,424856368.0309,426353206.9937,402953974.809,464160008.8966,400158608.1819,462792475.7577,420659537.8436,387455968.7349
735515,438805319.0622,426350759.6307,677341307.2646,422622550.288,424370329.5727,401011499.7144,462247829.2406,398305334.4838,460694446.2287,418651425.5294,385753957.475
735516,436399400.6801,423918772.5909,674986756.0645,420126197.5627,421843919.6445,398797501.8362,459771220.7756,395913497.1853,458345508.2391,416101690.5442,383412718.9808
735517,437645112.0808,425176786.7984,676574340.6432,421867345.3084,423145070.1275,399768762.8293,461469605.3837,396996854.9105,459711077.902,417348393.655,384180816.7022
735518,440200258.4021,427586018.5984,679989088.2219,424336501.2711,425662279.557,402160982.1747,463690676.9162,399328497.7021,462313755.1497,419848547.6594,385953831.4262
735521,439928512.1411,427275150.4756,679555372.6632,424060263.178,425298717.2015,402024320.8359,463671167.0119,399129272.0718,462010886.2213,419463231.5917,385994099.9449
735522,439804526.6057,427288787.9302,679397092.4237,423785562.7232,424807716.0264,401677404.9936,463273575.4482,398997354.2146,461857016.7766,419466711.2961,385713552.3333
735523,439245129.2217,426662482.4174,679477194.5012,423473562.6785,424660638.8991,401256358.7173,463180035.952,398386555.3648,461350284.5712,418738081.3125,385374628.5299
735524,446252822.2188,433349541.1426,688125451.3316,430692463.4136,431832818.1774,407889423.315,469992508.9747,405137853.0358,468447990.7292,425469207.1322,391676262.0335
735525,445372341.3869,432579912.5492,686433819.4563,429428547.0119,430291031.0646,406879308.6071,468685163.6048,404386908.4154,467408693.1555,424858150.6722,391014942.0395
735528,442834566.5031,430132968.9446,683138824.5711,426427561.5519,427114331.4769,404758391.2935,466101960.3797,402081767.084,464758060.6912,422418974.2819,388981610.9886
735529,448268585.0648,435401200.3452,688144055.1248,431866100.4229,432540832.4572,409833937.3411,471386079.1112,407357125.0827,470173111.8492,427755497.4243,394023224.9963
735530,445219399.6879,432492143.9114,685666100.6868,428991677.2875,429456126.8782,406990706.634,467810705.7485,404484150.1292,466907881.6761,425160856.3882,391227193.0579
735531,446037185.507,433183522.6067,686816945.932,429894340.2409,430456904.9718,407720425.3654,468607725.8889,405163769.1246,467695830.3508,425953598.9986,391952472.9421
735532,446393455.2163,433447504.3295,687999886.4786,430342051.1157,430987357.8477,408063909.2298,469387747.7433,405519017.5919,468162310.747,426046464.8853,392368633.9714
735535,445678215.0207,432863780.5978,687873155.2815,429723212.5576,430430481.8011,407471367.1134,468530969.4228,404823937.0117,467444942.0681,425399125.5487,391710236.4215
